job_id,posted_date,company,job_title,location,employment_type,experience_level,salary_min_lpa,salary_max_lpa,job_description,source
KAGGLE_000139,2026-05-16,company_268,data scientist,"Singapore, Singapore",Unknown,Senior,60.34,60.34,"data scientist role. requiring skills: ['pytorch', 'git', 'python', 'machine learning', 'tensorflow']. seniority level: Senior. work mode/status: Unknown. company: company_268. location: Singapore, Singapore. industry: Finance.",kaggle
KAGGLE_000140,2026-04-23,company_269,data scientist,"Boston, MA . Newark, DE . Tampa, FL . Kennesaw, GA . Plano, TX + 8 More",Unknown,Senior,135.64,202.38,"data scientist role. requiring skills: ['python', 'java', 'sql', 'hadoop', 'machine learning']. seniority level: Senior. work mode/status: Unknown. company: company_269. location: Boston, MA . Newark, DE . Tampa, FL . Kennesaw, GA . Plano, TX + 8 More. industry: Finance.",kaggle
KAGGLE_000141,2026-03-23,company_270,data scientist,"New York, NY",Unknown,Lead,118.54,237.07,"data scientist role. requiring skills: ['sql', 'python']. seniority level: Lead. work mode/status: Unknown. company: company_270. location: New York, NY. industry: Healthcare.",kaggle
KAGGLE_000142,2026-05-18,company_231,data scientist,"San Diego, CA . On-site",on-site,Mid,103.99,163.66,"data scientist role. requiring skills: ['aws', 'git', 'r', 'python', 'java', 'machine learning', 'database', 'azure', 'matplotlib']. seniority level: Mid. work mode/status: on-site. company: company_231. location: San Diego, CA . On-site. industry: Healthcare.",kaggle
KAGGLE_000143,2026-04-23,company_273,data scientist,"Redmond, WA",on-site,Senior,109.33,230.16,"data scientist role. requiring skills: ['sql', 'machine learning', 'r', 'python']. seniority level: Senior. work mode/status: on-site. company: company_273. location: Redmond, WA. industry: Technology.",kaggle
KAGGLE_000144,2026-04-23,company_276,data scientist,Hybrid,hybrid,Lead,264.69,264.69,data scientist role. requiring skills: []. seniority level: Lead. work mode/status: hybrid. company: company_276. location: Hybrid. industry: Technology.,kaggle
KAGGLE_000145,2026-05-15,company_279,data scientist,"San Francisco, California . On-site",on-site,Unknown,115.09,139.75,"data scientist role. requiring skills: []. seniority level: Unknown. work mode/status: on-site. company: company_279. location: San Francisco, California . On-site. industry: Technology.",kaggle
KAGGLE_000146,2026-05-21,company_106,machine learning engineer,"Pune, Maharashtra, India",Unknown,Senior,24.08,24.08,"machine learning engineer role. requiring skills: ['spark', 'aws', 'powerbi', 'python', 'docker', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']. seniority level: Senior. work mode/status: Unknown. company: company_106. location: Pune, Maharashtra, India. industry: Logistics.",kaggle
KAGGLE_000147,2026-04-23,company_280,data scientist,"Annapolis Junction, MD . Annapolis, MD . Fully Remote",remote,Mid,98.64,164.4,"data scientist role. requiring skills: ['linux', 'machine learning', 'python']. seniority level: Mid. work mode/status: remote. company: company_280. location: Annapolis Junction, MD . Annapolis, MD . Fully Remote. industry: Technology.",kaggle
KAGGLE_000148,2026-05-18,company_282,data scientist,"Rosemont, IL",remote,Senior,61.65,98.64,"data scientist role. requiring skills: ['git', 'r', 'python', 'bash', 'sql', 'machine learning', 'deep learning']. seniority level: Senior. work mode/status: remote. company: company_282. location: Rosemont, IL. industry: Healthcare.",kaggle
KAGGLE_000149,2026-04-23,company_115,data scientist,"New York, NY . Hybrid",hybrid,Lead,123.3,123.3,"data scientist role. requiring skills: ['pandas', 'numpy', 'scikit-learn', 'python', 'sql', 'hadoop']. seniority level: Lead. work mode/status: hybrid. company: company_115. location: New York, NY . Hybrid. industry: Finance.",kaggle
KAGGLE_000150,2026-05-13,company_207,data scientist,"Hyderabad, Telangana, India",Unknown,Senior,22.16,22.16,"data scientist role. requiring skills: ['pytorch', 'r', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow', 'tableau']. seniority level: Senior. work mode/status: Unknown. company: company_207. location: Hyderabad, Telangana, India. industry: Technology.",kaggle
KAGGLE_000151,2026-04-23,company_047,data scientist,"Bengaluru, Karnataka, India",Unknown,Entry,9.05,9.05,"data scientist role. requiring skills: ['deep learning', 'machine learning']. seniority level: Entry. work mode/status: Unknown. company: company_047. location: Bengaluru, Karnataka, India. industry: Technology.",kaggle
KAGGLE_000152,2026-04-23,company_288,data scientist,"Chantilly, VA . On-site",on-site,Senior,102.75,102.75,"data scientist role. requiring skills: ['aws', 'azure']. seniority level: Senior. work mode/status: on-site. company: company_288. location: Chantilly, VA . On-site. industry: Technology.",kaggle
KAGGLE_000153,2026-05-15,company_290,data scientist,"Pune, Maharashtra, India",Unknown,Senior,26.95,37.58,"data scientist role. requiring skills: ['powerbi', 'aws', 'python', 'sql', 'machine learning', 'tableau']. seniority level: Senior. work mode/status: Unknown. company: company_290. location: Pune, Maharashtra, India. industry: Finance.",kaggle
KAGGLE_000154,2026-05-18,company_291,data scientist,"Bengaluru, Karnataka, India",Unknown,Senior,8.62,8.62,"data scientist role. requiring skills: ['aws', 'r', 'python', 'sql', 'neural network', 'gcp', 'azure']. seniority level: Senior. work mode/status: Unknown. company: company_291. location: Bengaluru, Karnataka, India. industry: Technology.",kaggle
KAGGLE_000155,2026-04-23,company_141,data scientist,"Orlando, FL",on-site,Senior,61.65,61.65,"data scientist role. requiring skills: ['machine learning']. seniority level: Senior. work mode/status: on-site. company: company_141. location: Orlando, FL. industry: Technology.",kaggle
KAGGLE_000156,2026-02-23,company_293,data scientist,"Bengaluru, Karnataka, India",remote,Senior,32.49,32.49,"data scientist role. requiring skills: ['spark', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow']. seniority level: Senior. work mode/status: remote. company: company_293. location: Bengaluru, Karnataka, India. industry: Technology.",kaggle
KAGGLE_000157,2026-05-18,company_295,data scientist,"Montreal, Quebec, Canada . Hybrid",hybrid,Senior,50.32,50.32,"data scientist role. requiring skills: ['pandas', 'numpy', 'pytorch', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning']. seniority level: Senior. work mode/status: hybrid. company: company_295. location: Montreal, Quebec, Canada . Hybrid. industry: Technology.",kaggle
KAGGLE_000158,2026-05-06,company_296,data scientist,"Lebanon, NH . Hybrid",hybrid,Mid,73.16,98.04,"data scientist role. requiring skills: ['machine learning', 'python']. seniority level: Mid. work mode/status: hybrid. company: company_296. location: Lebanon, NH . Hybrid. industry: Healthcare.",kaggle
KAGGLE_000159,2026-05-15,company_166,data scientist,"Veldhoven, North Brabant, Netherlands . On-site",on-site,Mid,74.14,74.14,"data scientist role. requiring skills: ['python']. seniority level: Mid. work mode/status: on-site. company: company_166. location: Veldhoven, North Brabant, Netherlands . On-site. industry: Technology.",kaggle
KAGGLE_000160,2026-05-08,company_298,data scientist,United States,remote,Senior,79.33,122.48,"data scientist role. requiring skills: ['sql', 'azure', 'r', 'python']. seniority level: Senior. work mode/status: remote. company: company_298. location: United States. industry: Healthcare.",kaggle
KAGGLE_000161,2026-05-01,company_303,data scientist,"New York, NY",Unknown,Senior,102.76,106.87,"data scientist role. requiring skills: ['aws', 'git', 'python', 'sql', 'gcp', 'machine learning']. seniority level: Senior. work mode/status: Unknown. company: company_303. location: New York, NY. industry: Technology.",kaggle
KAGGLE_000162,2026-04-23,company_034,data scientist,"Annapolis Junction, MD",on-site,Senior,160.29,189.88,"data scientist role. requiring skills: ['sql', 'machine learning', 'r', 'python']. seniority level: Senior. work mode/status: on-site. company: company_034. location: Annapolis Junction, MD. industry: Technology.",kaggle
KAGGLE_000163,2026-04-23,company_305,data scientist,"Budapest, Budapest, Hungary",Unknown,Senior,24.66,24.66,"data scientist role. requiring skills: ['machine learning', 'python']. seniority level: Senior. work mode/status: Unknown. company: company_305. location: Budapest, Budapest, Hungary. industry: Finance.",kaggle
KAGGLE_000164,2026-02-23,company_306,data scientist,"Fort Meade, MD . Fort Meade, Maryland, Birleşik Devletler . Fully Remote",remote,Mid,115.08,160.29,"data scientist role. requiring skills: ['sql', 'machine learning', 'r', 'python']. seniority level: Mid. work mode/status: remote. company: company_306. location: Fort Meade, MD . Fort Meade, Maryland, Birleşik Devletler . Fully Remote. industry: Technology.",kaggle
KAGGLE_000165,2026-05-08,company_308,data scientist,"Mountain View, CA",on-site,Senior,154.54,250.06,"data scientist role. requiring skills: ['sql', 'python']. seniority level: Senior. work mode/status: on-site. company: company_308. location: Mountain View, CA. industry: Technology.",kaggle
KAGGLE_000166,2026-05-04,company_309,data scientist,"Bengaluru, Karnataka, India",Unknown,Senior,17.31,17.31,"data scientist role. requiring skills: ['pytorch', 'aws', 'git', 'python', 'docker', 'gcp', 'azure', 'tensorflow']. seniority level: Senior. work mode/status: Unknown. company: company_309. location: Bengaluru, Karnataka, India. industry: Technology.",kaggle
KAGGLE_000167,2026-05-21,company_310,data scientist,Antwerp Metropolitan Area,on-site,Lead,81.63,81.63,"data scientist role. requiring skills: ['powerbi', 'tableau']. seniority level: Lead. work mode/status: on-site. company: company_310. location: Antwerp Metropolitan Area. industry: Technology.",kaggle
KAGGLE_000168,2026-05-10,company_312,machine learning engineer,"San Francisco, CA . Seattle, WA . New York, NY . On-site",on-site,Unknown,180.85,267.15,"machine learning engineer role. requiring skills: []. seniority level: Unknown. work mode/status: on-site. company: company_312. location: San Francisco, CA . Seattle, WA . New York, NY . On-site. industry: Technology.",kaggle
KAGGLE_000169,2026-05-14,company_315,data scientist,United States,on-site,Senior,89.77,183.64,"data scientist role. requiring skills: ['pytorch', 'aws', 'r', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'tensorflow']. seniority level: Senior. work mode/status: on-site. company: company_315. location: United States. industry: Technology.",kaggle
KAGGLE_000170,2026-05-01,company_316,data scientist,"Dublin, County Dublin, Ireland",on-site,Senior,47.69,47.69,"data scientist role. requiring skills: ['sql', 'azure', 'python']. seniority level: Senior. work mode/status: on-site. company: company_316. location: Dublin, County Dublin, Ireland. industry: Healthcare.",kaggle
KAGGLE_000171,2026-05-08,company_251,data scientist,"Alpharetta, GA",Unknown,Lead,103.58,103.58,"data scientist role. requiring skills: ['spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'hadoop', 'azure', 'tensorflow', 'tableau']. seniority level: Lead. work mode/status: Unknown. company: company_251. location: Alpharetta, GA. industry: Technology.",kaggle
KAGGLE_000172,2026-04-23,company_318,data scientist,United States,remote,Senior,90.42,90.42,data scientist role. requiring skills: ['machine learning']. seniority level: Senior. work mode/status: remote. company: company_318. location: United States. industry: Technology.,kaggle
KAGGLE_000173,2026-05-08,company_008,machine learning engineer,"San Jose, CA . Hybrid",hybrid,Senior,113.03,194.4,"machine learning engineer role. requiring skills: ['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'java', 'sql', 'machine learning', 'tensorflow']. seniority level: Senior. work mode/status: hybrid. company: company_008. location: San Jose, CA . Hybrid. industry: Technology.",kaggle
KAGGLE_000174,2026-05-15,company_324,data scientist,United States . On-site,on-site,Senior,123.3,135.63,"data scientist role. requiring skills: ['sql', 'machine learning', 'r', 'python']. seniority level: Senior. work mode/status: on-site. company: company_324. location: United States . On-site. industry: Technology.",kaggle
KAGGLE_000175,2024-05-23,company_326,machine learning engineer,Unknown Location,Unknown,Senior,39.79,39.79,machine learning engineer role. requiring skills: []. seniority level: Senior. work mode/status: Unknown. company: company_326. location: Unknown Location. industry: Technology.,kaggle
KAGGLE_000176,2026-05-13,company_328,data scientist,"Riverwoods, IL",remote,Senior,106.86,149.6,"data scientist role. requiring skills: ['sql', 'tableau']. seniority level: Senior. work mode/status: remote. company: company_328. location: Riverwoods, IL. industry: Technology.",kaggle
KAGGLE_000177,2026-05-17,company_336,data scientist,"South San Francisco, CA",on-site,Lead,176.32,176.32,"data scientist role. requiring skills: ['machine learning']. seniority level: Lead. work mode/status: on-site. company: company_336. location: South San Francisco, CA. industry: Technology.",kaggle
KAGGLE_000178,2026-04-28,company_337,data scientist,"Tallahassee, FL . Arlington, VA . Fully Remote",remote,Mid,118.1,200.76,"data scientist role. requiring skills: ['r', 'python', 'sql', 'machine learning', 'database', 'deep learning']. seniority level: Mid. work mode/status: remote. company: company_337. location: Tallahassee, FL . Arlington, VA . Fully Remote. industry: Finance.",kaggle
KAGGLE_000179,2026-04-23,company_339,data scientist,Fully Remote,remote,Senior,147.96,203.45,data scientist role. requiring skills: []. seniority level: Senior. work mode/status: remote. company: company_339. location: Fully Remote. industry: Technology.,kaggle
KAGGLE_000180,2026-03-23,company_340,data scientist,"San Jose, CA . Hybrid",hybrid,Senior,101.52,174.96,"data scientist role. requiring skills: ['sql', 'machine learning', 'r', 'python']. seniority level: Senior. work mode/status: hybrid. company: company_340. location: San Jose, CA . Hybrid. industry: Technology.",kaggle
KAGGLE_000181,2026-05-10,company_341,data scientist,On-site,on-site,Unknown,115.08,129.47,data scientist role. requiring skills: []. seniority level: Unknown. work mode/status: on-site. company: company_341. location: On-site. industry: Technology.,kaggle
KAGGLE_000182,2026-05-22,company_343,data scientist,"Edinburgh, Scotland, United Kingdom",Unknown,Senior,53.71,53.71,"data scientist role. requiring skills: ['machine learning', 'python']. seniority level: Senior. work mode/status: Unknown. company: company_343. location: Edinburgh, Scotland, United Kingdom. industry: Finance.",kaggle
KAGGLE_000183,2026-05-15,company_201,data scientist,"Milwaukee, WI",on-site,Senior,92.07,126.59,"data scientist role. requiring skills: ['spark', 'python', 'scala', 'machine learning', 'database', 'azure', 'tableau']. seniority level: Senior. work mode/status: on-site. company: company_201. location: Milwaukee, WI. industry: Healthcare.",kaggle
KAGGLE_000184,2026-02-23,company_352,data scientist,"Pune, Maharashtra, India . On-site",on-site,Mid,11.86,11.86,"data scientist role. requiring skills: ['amazon', 'r', 'python', 'java', 'database', 'hadoop', 'machine learning']. seniority level: Mid. work mode/status: on-site. company: company_352. location: Pune, Maharashtra, India . On-site. industry: Technology.",kaggle
KAGGLE_000185,2026-03-23,company_353,data scientist,Fully Remote,remote,Senior,147.96,147.96,data scientist role. requiring skills: []. seniority level: Senior. work mode/status: remote. company: company_353. location: Fully Remote. industry: Technology.,kaggle
KAGGLE_000186,2026-04-23,company_355,data scientist,"Seattle, WA",on-site,Senior,112.7,194.41,"data scientist role. requiring skills: ['sql', 'r', 'python']. seniority level: Senior. work mode/status: on-site. company: company_355. location: Seattle, WA. industry: Technology.",kaggle
KAGGLE_000187,2026-05-17,company_184,data scientist,"Johns Creek, GA",on-site,Senior,123.3,123.3,"data scientist role. requiring skills: ['machine learning']. seniority level: Senior. work mode/status: on-site. company: company_184. location: Johns Creek, GA. industry: Retail.",kaggle
KAGGLE_000188,2026-05-15,company_357,data scientist,"Basking Ridge, NJ . Irving, TX . Temple Terrace, FL . Boston, MA . Ashburn, VA + 1 More . Hybrid",hybrid,Senior,83.03,83.03,"data scientist role. requiring skills: ['python', 'sql', 'machine learning', 'database', 'hadoop', 'deep learning']. seniority level: Senior. work mode/status: hybrid. company: company_357. location: Basking Ridge, NJ . Irving, TX . Temple Terrace, FL . Boston, MA . Ashburn, VA + 1 More . Hybrid. industry: Technology.",kaggle
KAGGLE_000189,2026-03-23,company_360,data scientist,"Itanagar, Arunachal Pradesh, India",Unknown,Senior,11.63,11.63,"data scientist role. requiring skills: ['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'git', 'scikit-learn', 'python', 'docker', 'scipy', 'hadoop', 'machine learning', 'database', 'keras', 'deep learning', 'matplotlib', 'tensorflow']. seniority level: Senior. work mode/status: Unknown. company: company_360. location: Itanagar, Arunachal Pradesh, India. industry: Finance.",kaggle
KAGGLE_000190,2026-05-07,company_362,data scientist,Fully Remote,remote,Senior,178.38,249.81,data scientist role. requiring skills: []. seniority level: Senior. work mode/status: remote. company: company_362. location: Fully Remote. industry: Technology.,kaggle
KAGGLE_000191,2026-05-22,company_031,data scientist,"New Brunswick, NJ",on-site,Senior,87.34,118.17,"data scientist role. requiring skills: ['aws', 'powerbi', 'r', 'python', 'airflow', 'machine learning', 'azure', 'tableau']. seniority level: Senior. work mode/status: on-site. company: company_031. location: New Brunswick, NJ. industry: Healthcare.",kaggle
KAGGLE_000192,2026-04-30,company_363,data scientist,"Bellevue, WA",on-site,Senior,98.4,182.73,"data scientist role. requiring skills: ['pytorch', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'tensorflow']. seniority level: Senior. work mode/status: on-site. company: company_363. location: Bellevue, WA. industry: Technology.",kaggle
KAGGLE_000193,2026-05-08,company_235,data scientist,"Phoenix, AZ",on-site,Lead,123.3,123.3,"data scientist role. requiring skills: ['spark', 'r', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']. seniority level: Lead. work mode/status: on-site. company: company_235. location: Phoenix, AZ. industry: Finance.",kaggle
KAGGLE_000194,2026-03-23,company_365,data scientist,"McLean, VA",Unknown,Senior,65.4,143.91,"data scientist role. requiring skills: ['database', 'machine learning', 'python']. seniority level: Senior. work mode/status: Unknown. company: company_365. location: McLean, VA. industry: Technology.",kaggle
KAGGLE_000195,2026-05-09,company_366,data scientist,"Columbia, MD",Unknown,Lead,90.42,131.52,"data scientist role. requiring skills: ['pytorch', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'scala', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']. seniority level: Lead. work mode/status: Unknown. company: company_366. location: Columbia, MD. industry: Technology.",kaggle
KAGGLE_000196,2026-04-23,company_367,data scientist,On-site,on-site,Senior,129.88,150.43,data scientist role. requiring skills: []. seniority level: Senior. work mode/status: on-site. company: company_367. location: On-site. industry: Technology.,kaggle
KAGGLE_000197,2026-05-08,company_185,data scientist,"Utah, United States",Unknown,Senior,112.95,169.33,"data scientist role. requiring skills: ['aws', 'gcp', 'azure']. seniority level: Senior. work mode/status: Unknown. company: company_185. location: Utah, United States. industry: Technology.",kaggle
KAGGLE_000198,2026-05-16,company_371,machine learning engineer,"South San Francisco, CA . South San Francisco, Kalifornia, Stany Zjednoczone",Unknown,Senior,171.8,191.53,"machine learning engineer role. requiring skills: ['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']. seniority level: Senior. work mode/status: Unknown. company: company_371. location: South San Francisco, CA . South San Francisco, Kalifornia, Stany Zjednoczone. industry: Healthcare.",kaggle
KAGGLE_000199,2026-05-12,company_146,data scientist,"Kitchener-Waterloo, ON . Toronto, ON . Hybrid",hybrid,Senior,138.1,189.89,"data scientist role. requiring skills: []. seniority level: Senior. work mode/status: hybrid. company: company_146. location: Kitchener-Waterloo, ON . Toronto, ON . Hybrid. industry: Finance.",kaggle
KAGGLE_000200,2026-05-08,company_178,machine learning engineer,"Torrance, CA",on-site,Senior,57.55,57.55,"machine learning engineer role. requiring skills: ['java', 'machine learning', 'r', 'python']. seniority level: Senior. work mode/status: on-site. company: company_178. location: Torrance, CA. industry: Technology.",kaggle
KAGGLE_000201,2026-05-19,company_112,data scientist,Fully Remote,remote,Unknown,192.23,192.23,data scientist role. requiring skills: []. seniority level: Unknown. work mode/status: remote. company: company_112. location: Fully Remote. industry: Technology.,kaggle
KAGGLE_000202,2025-05-23,company_326,machine learning engineer,Unknown Location,Unknown,Lead,39.78,39.78,machine learning engineer role. requiring skills: []. seniority level: Lead. work mode/status: Unknown. company: company_326. location: Unknown Location. industry: Technology.,kaggle
KAGGLE_000203,2026-04-23,company_382,data scientist,Greater Chicago Area . Hybrid,hybrid,Senior,65.76,82.2,"data scientist role. requiring skills: ['aws', 'python', 'sql', 'machine learning', 'deep learning']. seniority level: Senior. work mode/status: hybrid. company: company_382. location: Greater Chicago Area . Hybrid. industry: Finance.",kaggle
KAGGLE_000204,2026-03-23,company_383,data scientist,"Barcelona, Spain . On-site",on-site,Unknown,41.88,68.6,"data scientist role. requiring skills: []. seniority level: Unknown. work mode/status: on-site. company: company_383. location: Barcelona, Spain . On-site. industry: Technology.",kaggle
KAGGLE_000205,2026-05-18,company_071,data scientist,"Cambridge, MA",on-site,Senior,8.23,8.23,"data scientist role. requiring skills: ['r', 'python', 'sql', 'hadoop', 'machine learning']. seniority level: Senior. work mode/status: on-site. company: company_071. location: Cambridge, MA. industry: Technology.",kaggle
KAGGLE_000206,2026-05-08,company_384,data scientist,"Normal, IL . Plymouth, MI . Palo Alto, CA . Irvine, CA . Atlanta, GA",on-site,Senior,132.34,176.73,"data scientist role. requiring skills: ['sql', 'r', 'python']. seniority level: Senior. work mode/status: on-site. company: company_384. location: Normal, IL . Plymouth, MI . Palo Alto, CA . Irvine, CA . Atlanta, GA. industry: Technology.",kaggle
KAGGLE_000207,2026-05-22,company_387,machine learning engineer,"Sunnyvale, CA . Hybrid",hybrid,Unknown,130.04,130.04,"machine learning engineer role. requiring skills: []. seniority level: Unknown. work mode/status: hybrid. company: company_387. location: Sunnyvale, CA . Hybrid. industry: Technology.",kaggle
KAGGLE_000208,2026-05-12,company_176,data scientist,Fully Remote,remote,Senior,131.44,207.89,data scientist role. requiring skills: []. seniority level: Senior. work mode/status: remote. company: company_176. location: Fully Remote. industry: Technology.,kaggle
KAGGLE_000209,2026-02-23,company_389,data scientist,"Menlo Park, CA",on-site,Senior,163.58,233.04,"data scientist role. requiring skills: ['python']. seniority level: Senior. work mode/status: on-site. company: company_389. location: Menlo Park, CA. industry: Technology.",kaggle
KAGGLE_000210,2026-05-16,company_391,data scientist,Fully Remote,remote,Senior,119.19,143.85,data scientist role. requiring skills: []. seniority level: Senior. work mode/status: remote. company: company_391. location: Fully Remote. industry: Technology.,kaggle
KAGGLE_000211,2026-04-23,company_392,data scientist,"Cincinnati, OH",on-site,Senior,141.32,237.41,"data scientist role. requiring skills: ['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']. seniority level: Senior. work mode/status: on-site. company: company_392. location: Cincinnati, OH. industry: Finance.",kaggle
KAGGLE_000212,2026-05-17,company_395,data scientist,"McLean, VA",on-site,Mid,109.33,124.78,"data scientist role. requiring skills: ['spark', 'aws', 'r', 'python', 'scala', 'sql', 'database', 'machine learning']. seniority level: Mid. work mode/status: on-site. company: company_395. location: McLean, VA. industry: Retail.",kaggle
KAGGLE_000213,2026-05-08,company_316,data scientist,"Dublin, County Dublin, Ireland",on-site,Senior,51.59,51.59,"data scientist role. requiring skills: ['machine learning', 'r', 'python']. seniority level: Senior. work mode/status: on-site. company: company_316. location: Dublin, County Dublin, Ireland. industry: Healthcare.",kaggle
KAGGLE_000214,2026-04-23,company_367,data scientist,On-site,on-site,Senior,194.82,218.65,data scientist role. requiring skills: []. seniority level: Senior. work mode/status: on-site. company: company_367. location: On-site. industry: Technology.,kaggle
KAGGLE_000215,2026-05-18,company_403,data scientist,"Boston, MA . Hybrid",hybrid,Unknown,117.55,126.59,"data scientist role. requiring skills: []. seniority level: Unknown. work mode/status: hybrid. company: company_403. location: Boston, MA . Hybrid. industry: Retail.",kaggle
KAGGLE_000216,2026-05-13,company_404,data scientist,United States,Unknown,Senior,78.67,125.52,"data scientist role. requiring skills: ['aws', 'r', 'python', 'linux', 'sql', 'machine learning', 'deep learning', 'azure']. seniority level: Senior. work mode/status: Unknown. company: company_404. location: United States. industry: Technology.",kaggle
KAGGLE_000217,2026-04-23,company_337,data scientist,"Arlington, VA",remote,Senior,80.66,137.12,"data scientist role. requiring skills: ['r', 'python', 'sql', 'machine learning', 'database', 'deep learning']. seniority level: Senior. work mode/status: remote. company: company_337. location: Arlington, VA. industry: Finance.",kaggle
KAGGLE_000218,2026-05-09,company_336,machine learning engineer,"New York, NY",on-site,Mid,115.98,215.44,"machine learning engineer role. requiring skills: ['deep learning', 'machine learning', 'r', 'python']. seniority level: Mid. work mode/status: on-site. company: company_336. location: New York, NY. industry: Technology.",kaggle
KAGGLE_000219,2026-01-23,company_410,data scientist,On-site,on-site,Senior,25.32,25.32,data scientist role. requiring skills: []. seniority level: Senior. work mode/status: on-site. company: company_410. location: On-site. industry: Technology.,kaggle
KAGGLE_000220,2026-05-08,company_411,data scientist,"San Francisco, CA",on-site,Mid,117.6,217.71,"data scientist role. requiring skills: ['spark', 'aws', 'python', 'airflow', 'sql', 'gcp', 'machine learning']. seniority level: Mid. work mode/status: on-site. company: company_411. location: San Francisco, CA. industry: Technology.",kaggle
KAGGLE_000221,2026-04-23,company_412,data scientist,"Atlanta, GA",on-site,Senior,60.91,91.33,"data scientist role. requiring skills: ['pandas', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'gcp', 'azure', 'matplotlib']. seniority level: Senior. work mode/status: on-site. company: company_412. location: Atlanta, GA. industry: Finance.",kaggle
KAGGLE_000222,2026-05-08,company_414,data scientist,"London, England, United Kingdom . Hybrid",hybrid,Senior,82.2,123.3,"data scientist role. requiring skills: ['sql', 'aws', 'r', 'python']. seniority level: Senior. work mode/status: hybrid. company: company_414. location: London, England, United Kingdom . Hybrid. industry: Technology.",kaggle
KAGGLE_000223,2026-04-23,company_417,data scientist,"Bengaluru, Karnataka, India . Hybrid",hybrid,Senior,29.4,29.4,"data scientist role. requiring skills: ['pandas', 'numpy', 'pytorch', 'aws', 'r', 'python', 'scikit-learn', 'scipy', 'sql', 'machine learning', 'deep learning', 'keras', 'azure', 'matplotlib', 'tensorflow', 'tableau']. seniority level: Senior. work mode/status: hybrid. company: company_417. location: Bengaluru, Karnataka, India . Hybrid. industry: Technology.",kaggle
KAGGLE_000224,2026-05-16,company_418,data scientist,"Washington, United States . Idaho, United States . Arizona, United States . Georgia, United States . South Carolina, United States + 1 More . Fully Remote",remote,Senior,80.07,149.45,"data scientist role. requiring skills: ['tableau', 'sql', 'r', 'python']. seniority level: Senior. work mode/status: remote. company: company_418. location: Washington, United States . Idaho, United States . Arizona, United States . Georgia, United States . South Carolina, United States + 1 More . Fully Remote. industry: Finance.",kaggle
KAGGLE_000225,2026-05-08,company_421,data scientist,Mexico City Metropolitan Area . Fully Remote,remote,Mid,22.69,22.69,"data scientist role. requiring skills: ['sql', 'machine learning', 'python']. seniority level: Mid. work mode/status: remote. company: company_421. location: Mexico City Metropolitan Area . Fully Remote. industry: Technology.",kaggle
KAGGLE_000226,2026-04-23,company_422,data scientist,"Englewood, CO",Unknown,Senior,94.9,94.9,"data scientist role. requiring skills: ['sql', 'r', 'python']. seniority level: Senior. work mode/status: Unknown. company: company_422. location: Englewood, CO. industry: Technology.",kaggle
KAGGLE_000227,2026-04-23,company_423,data scientist,"New York, NY . Hybrid",hybrid,Senior,106.87,123.31,"data scientist role. requiring skills: []. seniority level: Senior. work mode/status: hybrid. company: company_423. location: New York, NY . Hybrid. industry: Technology.",kaggle
KAGGLE_000228,2026-04-28,company_425,data scientist,"Madrid, Community of Madrid, Spain",remote,Senior,50.4,50.4,"data scientist role. requiring skills: ['spark', 'aws', 'powerbi', 'r', 'python', 'docker', 'linux', 'sql', 'azure', 'tableau']. seniority level: Senior. work mode/status: remote. company: company_425. location: Madrid, Community of Madrid, Spain. industry: Technology.",kaggle
KAGGLE_000229,2026-03-23,company_426,data scientist,"Palo Alto, CA . Hybrid",hybrid,Lead,167.69,235.1,"data scientist role. requiring skills: []. seniority level: Lead. work mode/status: hybrid. company: company_426. location: Palo Alto, CA . Hybrid. industry: Technology.",kaggle
KAGGLE_000230,2026-05-19,company_428,data scientist,"Seattle, WA . Hybrid",hybrid,Senior,189.07,226.05,"data scientist role. requiring skills: ['sql', 'python']. seniority level: Senior. work mode/status: hybrid. company: company_428. location: Seattle, WA . Hybrid. industry: Technology.",kaggle
KAGGLE_000231,2026-04-23,company_433,data scientist,Hybrid,hybrid,Unknown,32.89,49.33,data scientist role. requiring skills: []. seniority level: Unknown. work mode/status: hybrid. company: company_433. location: Hybrid. industry: Technology.,kaggle
KAGGLE_000232,2026-05-18,company_435,data scientist,"Toronto, Ontario, Canada",on-site,Senior,84.83,157.82,"data scientist role. requiring skills: ['machine learning', 'python']. seniority level: Senior. work mode/status: on-site. company: company_435. location: Toronto, Ontario, Canada. industry: Finance.",kaggle
