job_id,posted_date,company,job_title,location,employment_type,experience_level,salary_min_lpa,salary_max_lpa,job_description,source,experience_source,salary_source,salary_is_predicted,api_salary_min_raw,api_salary_max_raw,category,source_query,source_location,redirect_url
INDIA2025_230925039342,2026-05-14,Aliqan Services,.NET Software Developer,Remote,full_time,Senior,17.0,18.0,".NET Software Developer role. Required skills: .Net,MVC,React.Js,Performance Tuning,SQL,Software,Development,Software development. Experience level: Senior. Employment type: full_time. Company: Aliqan Services. Location: Remote. Job description: dotnet + react(Mandatory Skills: .NET, MVC, SQL, Performance tuning, React 6+ yrs, Optimizing Screen)",indian_job_market_2025,,,,,,,,,
INDIA2025_240925030745,2026-05-14,GenNext India Private Limited,FullStack (React + Node) - Virtual Drive on 27th Sep - Bangalore,Hybrid - Bengaluru,full_time,Senior,30.0,35.0,"FullStack (React + Node) - Virtual Drive on 27th Sep - Bangalore role. Required skills: Aws Lambda,Node.Js,MongoDB,React.Js,Python,MySQL,Fast Api,EC. Experience level: Senior. Employment type: full_time. Company: GenNext India Private Limited. Location: Hybrid - Bengaluru. Job description: Skills needed FE: React BE : Node API Management : Python ( Fast API) Data base: MySQL/ MongoDB Cloud : AWS Lambda, EC,AWS, IoT Serverless architecture and DeploymentLocation: Bangalore Electronic City Work Mode: Hybrid (3 days to Office) Exp: 8-10 Yrs",indian_job_market_2025,,,,,,,,,
INDIA2025_260925919799,2026-05-16,IDESLABS PRIVATE LIMITED,SAP FIORI Professional,Pune,full_time,Mid,3.0,8.0,"SAP FIORI Professional role. Required skills: css,javascript,application development,html,sap abap,frontend development,scp,python. Experience level: Mid. Employment type: full_time. Company: IDESLABS PRIVATE LIMITED. Location: Pune. Job description: Develop and configure solutions in SAP Fiori and Gateway. Should have knowledge on customization/ extensions of standard FIORI screens. Should have experience in developing ODATA Services,XSC service and XSA service. .",indian_job_market_2025,,,,,,,,,
INDIA2025_31025015722,2026-05-23,Tata Consultancy Services,SAP Native Hana Consultant,"Hyderabad, Bengaluru",full_time,Mid,5.0,15.0,"SAP Native Hana Consultant role. Required skills: Hana Modelling,SQL Scripting,Attribute views,Cds Views,Data Modeling,calculation views,analytical views,SAP Native Hana. Experience level: Mid. Employment type: full_time. Company: Tata Consultancy Services. Location: Hyderabad, Bengaluru. Job description: Working on Agile Scrum Methodology is desirable. . Strong analytical,problem solving and multi-tasking skills,as well as communication and interpersonal skills,is required. . Strong verbal and written communication skills,with an ability to express complex business concepts in non- technical terms Knowledge in Native HANA is must and S4HANA and Embedded Analytics is an added advantage.",indian_job_market_2025,,,,,,,,,
INDIA2025_230925930041,2026-05-13,Purview India Consulting And  Services  Llp,Senior Data Engineer,Hybrid - Indapur,full_time,Mid,15.0,25.0,"Senior Data Engineer role. Required skills: Airflow,SCALA,CICD,Spark,Python,Jenkins,Pyspark,Test. Experience level: Mid. Employment type: full_time. Company: Purview India Consulting And Services Llp. Location: Hybrid - Indapur. Job description: Experience with CICD,Jenkins,Jira,Confluence,GitHub or other similar Agile Scrum technologies and automated deployment tools (Ansible & Jenkins) Knowledge and experience of test methodologies,developing test plans and execution of test cases (smoke / unit/integration / performance testing) API experience (Java) 5+ Experience in data engineering projects",indian_job_market_2025,,,,,,,,,
INDIA2025_230925037870,2026-05-13,Kindlebit Solutions,Social Media Executive,"Mohali, Chandigarh, Panchkula",full_time,Entry,1.0,3.0,"Social Media Executive role. Required skills: Social Media,Digital Marketing,Social Media Marketing,SMM,SEO,Google Analytics,Google AdWords,Email Marketing. Experience level: Entry. Employment type: full_time. Company: Kindlebit Solutions. Location: Mohali, Chandigarh, Panchkula. Job description: - Should have good knowledge Social Media Marketing - Should have good knowledge of Google Analytics, SMM, SEO practices- On-page/Off-page. - Should good in Comm Skills. - Can apply for Day and Night both.",indian_job_market_2025,,,,,,,,,
INDIA2025_11025500296,2026-05-21,Cigna Medical Group,Machine Learning Lead Analyst - HIH - Evernorth,Hyderabad,full_time,Mid,40.0,60.0,"Machine Learning Lead Analyst - HIH - Evernorth role. Required skills: Computer science,C++,Artificial Intelligence,Machine learning,Data structures,Healthcare,Customer service,Open source. Experience level: Mid. Employment type: full_time. Company: Cigna Medical Group. Location: Hyderabad. Job description: Position Overview You will be joining a team transforming healthcare and improving the lives and vitality of the millions of members we serve. We leverage cutting edge Artificial Intelligence (AI) and Machine Learning (ML) algorithms to develop solutions for automated document processing and customer service chat bots. Your focus will be developing the best fit solutions leveraging Large Language Models (LLMs) and Generative AI solutions including but not limited to BERT, RoBERTA, and GPT for a number of Natural Language Processing (NLP) tasks. You will be working closely with business stakeholders, Machine Learning Engineers to help us to transform the end to end value chain across various are. The work you do will impact millions of customers, members, and employers that rely on Cigna every day. Qualifications 5 8 years of experience in technology Experience working with recom",indian_job_market_2025,,,,,,,,,
INDIA2025_31025013169,2026-05-23,Pri India It Services,Sdtm Programmer,"Hybrid - Hyderabad, Bengaluru",full_time,Mid,4.0,8.0,"Sdtm Programmer role. Required skills: SDTM Programmer,Sdtm,SQL,Program. Experience level: Mid. Employment type: full_time. Company: Pri India It Services. Location: Hybrid - Hyderabad, Bengaluru. Job description: Education: -Bachelors or Masters Degree in Computer Science,Information Technology,Clinical Information Management or equivalent qualifications Experience on Clinical domain is preferred Experience: -Individual contributor with 4-6 years of experience who works under close supervision Good hands on experience in Oracle / SQL",indian_job_market_2025,,,,,,,,,
INDIA2025_31025500730,2026-05-23,Quarks Technosoft,BI Engineer,"Noida, Bengaluru",full_time,Mid,50.0,60.0,"BI Engineer role. Required skills: Computer science,Printing,MIS,Schema,Application security,microsoft,Information technology,Analytics. Experience level: Mid. Employment type: full_time. Company: Quarks Technosoft. Location: Noida, Bengaluru. Job description: . Bachelors degree in Computer Science,MIS,Information Technology,or related fields with 5+ years of experience in BI analysis and development Good understanding of Prior experience working with",indian_job_market_2025,,,,,,,,,
INDIA2025_31025500415,2026-05-23,Manektech,Business Analyst,Ahmedabad,full_time,Mid,3.5,4.75,"Business Analyst role. Required skills: Business Analyst,Business analysis. Experience level: Mid. Employment type: full_time. Company: Manektech. Location: Ahmedabad. Job description: Experience: 0 To 0",indian_job_market_2025,,,,,,,,,
INDIA2025_250925011645,2026-05-15,CIEL HR,Senior Java Developer_ Contract Role_ Immediate Joiners,Bengaluru,full_time,Mid,15.0,25.0,"Senior Java Developer_ Contract Role_ Immediate Joiners role. Required skills: Java,Spring Boot,Microservices,SQL,Data Structures And Algorithms,Kafka,Spring,Senior. Experience level: Mid. Employment type: full_time. Company: CIEL HR. Location: Bengaluru. Job description: Relevant Experience in Java: 5+ Years. Notice Period: Immediate Joiners Only Experience: 5 -6 Years. Key Roles & Responsibilities: . 5-6 years of relevant experience in software development Knowledge and working experience in Git,Jenkins,and Jira",indian_job_market_2025,,,,,,,,,
INDIA2025_280725000054,2026-05-19,Techgenius Institute,Robotic Teacher,Gandhinagar,full_time,Entry,2.0,3.0,"Robotic Teacher role. Required skills: C++,Arduino,Robotics,Teaching,Python,Raspberry Pi,Computer Vision. Experience level: Entry. Employment type: full_time. Company: Techgenius Institute. Location: Gandhinagar. Job description: We seek a Robotics & AI Trainer at Techgenius Institute to teach school students hands-on Robotics,AI,and Coding in schools and our lab Must be passionate about learning,exploring new tech,and inspiring students through interactive projects Must inspire through projects,with strong technical and communication skills",indian_job_market_2025,,,,,,,,,
INDIA2025_31025006658,2026-05-22,Reyika,Dot Net Developer - Immediate Joiners Only,Noida,full_time,Mid,20.0,30.0,"Dot Net Developer - Immediate Joiners Only role. Required skills: Azure Functions,Artificial Intelligence,Azure App Service,ASP.Net,.Net,GenAI,MVC,Functional. Experience level: Mid. Employment type: full_time. Company: Reyika. Location: Noida. Job description: Qualification: 1 .BTech / B E (CS,IT,EC,EE),MCA Experience with requirement gathering,system design,proposing technical solutions, Experience with Web API framework Required Skills: 8+ years of hands-on enterprise-level software development experience Ability to work as an individual contributor as required in projects Experience: 5+ years",indian_job_market_2025,,,,,,,,,
INDIA2025_300925011673,2026-05-20,Techno Facts Solutions,Senior Java Developer,Hybrid - Bengaluru,full_time,Senior,17.0,22.5,"Senior Java Developer role. Required skills: Java,java 17,Kafka Messaging,Azure Cloud,AWS,Cassandra,object oriented design,SQL. Experience level: Senior. Employment type: full_time. Company: Techno Facts Solutions. Location: Hybrid - Bengaluru. Job description: Good knowledge on Cloud native technologies (Docker,Kubernetes,Quarkus,OpenShift,Micro services) We are looking for. . Bachelors or masters in computer science or engineering Hands-on practical experience delivering system design,application development,testing,and operational stability Experience with messaging (Kafka) based integration and micro services",indian_job_market_2025,,,,,,,,,
INDIA2025_230925021875,2026-05-13,Orcapod Consulting Services,Data Engineer,Pune(Pune Nashik Highway),full_time,Associate,7.0,11.0,"Data Engineer role. Required skills: Airflow,ETL/ELT pipeline development,SQL/NoSQL,Spark/Kafka,SQL,Spark,Data Engineering,Development. Experience level: Associate. Employment type: full_time. Company: Orcapod Consulting Services. Location: Pune(Pune Nashik Highway). Job description: Manage batch and real-time (streaming) data ingestion using modern frameworks. Experience Required Strong proficiency in SQL / NoSQL databases . . Hands-on experience with Apache Spark and Apache Kafka . Solid experience in ETL / ELT pipeline development . . Good-to-Have Skills Experience with data lineage and governance tools .",indian_job_market_2025,,,,,,,,,
INDIA2025_250925032119,2026-05-15,TechBlocks,.NET Software Developer,"Hyderabad, Ahmedabad",full_time,Mid,15.0,25.0,".NET Software Developer role. Required skills: OOPS,C#,MYSQL,AGILE,SQL,ENTITY FRAMEWORK,AZURE,DESIGNING PATTERN. Experience level: Mid. Employment type: full_time. Company: TechBlocks. Location: Hyderabad, Ahmedabad. Job description: Position: .Net Backend Engineer / Sr. .NET Backend Engineer Experience: 4 -10 Years Key Responsibilities: Bachelors/masters degree in computer science, Information Systems or equivalent. Strong knowledge of object-oriented design, .NET framework, and design patterns. Strong command of essential technologies: C#, SQL Server Expertise in building event-driven scalable & resilient systems Experience with software development lifecycle (SDLC) methodologies like Agile, Test-driven development. Experienced with developing solutions involving relational database technologies on SQL Server platform, stored procedure programming experience using Transact SQL. Experience with Authentication Methods like OATH / JWT Experience with debugging, logging, performance monitoring, data visualization, and data analytics. Demonstrates a thorough understanding of information systems, business processes, the key drivers and measures of success while choosing the proper meth",indian_job_market_2025,,,,,,,,,
INDIA2025_230925930687,2026-05-13,Purview Services,Sas Administrator,Hybrid - Nagarkurnool,full_time,Mid,10.0,20.0,"Sas Administrator role. Required skills: Linux,Shell Scripting,Grid,SAS Admin,Python,Cloud,Banking,SAS. Experience level: Mid. Employment type: full_time. Company: Purview Services. Location: Hybrid - Nagarkurnool. Job description: Shift timing: . 3rd shift -- 3:30 PM to 12:30 AM IST Required Skills & Experience: . 5 to 7 years of experience in SAS Administration,with a focus on SAS Grid in a Linux environment Preferred Qualifications: . Experience with SAS Metadata Server,SAS Compute Servers,and SAS Studio administration Experience with cloud-based SAS environments (AWS,GCP,or Azure)",indian_job_market_2025,,,,,,,,,
INDIA2025_260925919581,2026-05-16,Talent21,Database Administrator,Hyderabad,full_time,Mid,5.0,15.0,"Database Administrator role. Required skills: GCP,Postgresql,Mysql Database,MongoDB,SQL database,DBMS,Administration,MySQL. Experience level: Mid. Employment type: full_time. Company: Talent21. Location: Hyderabad. Job description: Experience:6+years",indian_job_market_2025,,,,,,,,,
INDIA2025_90625014966,2026-05-16,Oracle,Database/ETL testing : Python and SQL,"Pune, Bengaluru, Mumbai (All Areas)",full_time,Mid,6.0,16.0,"Database/ETL testing : Python and SQL role. Required skills: Automation,Database Testing,Testing Frameworks,Python,SQL,SQL Queries,ETL Testing,DBMS. Experience level: Mid. Employment type: full_time. Company: Oracle. Location: Pune, Bengaluru, Mumbai (All Areas). Job description: Experience translating functional business requirements to technical specifications (preferably in the finance,accounting,derivative or portfolio management sectors) Senior Business analyst or QA Analyst with experience in implementing Charles River IMS and extensive asset management experience especially trading / cash/new mandates workflows Work experience on API testing",indian_job_market_2025,,,,,,,,,
INDIA2025_260925023189,2026-05-16,Wings Hr Tech,Software Developer & Software Testing,Pune(Kharadi +2),full_time,Entry,3.0,8.0,"Software Developer & Software Testing role. Required skills: Data Science,PHP,Web Development,Python,SQL,C#,Javascript,.Net. Experience level: Entry. Employment type: full_time. Company: Wings Hr Tech. Location: Pune(Kharadi +2). Job description: Urgent Requirement Our Client Job Profile : Web , PHP , Python , SQL, Java , Net , Developer , AWS, , Data Science, Manual Testing, Automation Testing Salary : 3 L to 10 L Job Location Pune Passing Years 19 to 2025",indian_job_market_2025,,,,,,,,,
INDIA2025_80925013608,2026-05-17,Ezinformatics Solutions,.NET Angular v15+ Developers,Remote,full_time,Mid,12.0,16.0,".NET Angular v15+ Developers role. Required skills: C#,.Net,MVC,Angular,full stack,ASP.Net,Development,Stack. Experience level: Mid. Employment type: full_time. Company: Ezinformatics Solutions. Location: Remote. Job description: Enhance/modify applications, configure existing systems and provide user support DotNET Full Stack or [Angular 18 + developer + DotNET backend SQL Server Angular version 15+ (mandatory) Pls mention angular version used in your resume.",indian_job_market_2025,,,,,,,,,
INDIA2025_290925005148,2026-05-19,Creative Hands HR,Data Analytic | Fresher | Business Analytics,"Hyderabad, Chennai, Bengaluru",full_time,Entry,2.5,6.0,"Data Analytic | Fresher | Business Analytics role. Required skills: excel,Business Research,Data Analytics,Business Analysis,Data Analyst,Market Research,Data analysis,Data. Experience level: Entry. Employment type: full_time. Company: Creative Hands HR. Location: Hyderabad, Chennai, Bengaluru. Job description: ANY DEGREE IS PREFERRED . 1>good Logical Skills",indian_job_market_2025,,,,,,,,,
INDIA2025_31025017454,2026-05-23,Teleperformance (TP),Exclusive Freshers openings- International backend Executive,Hyderabad(Mind Space),full_time,Entry,1.0,1.75,"Exclusive Freshers openings- International backend Executive role. Required skills: Contact Center Operations,Chatbot,AI Bot training,Customer Service,Center,Operations,Backend,Artificial Intelligence. Experience level: Entry. Employment type: full_time. Company: Teleperformance (TP). Location: Hyderabad(Mind Space). Job description: GRADUATION AND CERTIFICATES MANDATORY ONLY FOR FRESHERS",indian_job_market_2025,,,,,,,,,
INDIA2025_260925928076,2026-05-16,IDESLABS PRIVATE LIMITED,SDET Professional,Pune,full_time,Mid,3.0,5.0,"SDET Professional role. Required skills: mocha,jasmine,javascript,selenium,postman,emerging technologies,python,project management. Experience level: Mid. Employment type: full_time. Company: IDESLABS PRIVATE LIMITED. Location: Pune. Job description: Experience with automation testing tools like Selenium and Appium. Excellent problem-solving skills,with the ability to analyze complex issues and provide creative solutions. . Strong communication and collaboration skills,with experience working in agile development environments. . Ability to work independently and manage multiple projects simultaneously",indian_job_market_2025,,,,,,,,,
INDIA2025_11025502855,2026-05-21,Amrita Vishwa Vidyapeetham,Technical Faculty - Learning & Development,Coimbatore,full_time,Associate,1.5,3.5,"Technical Faculty - Learning & Development role. Required skills: Cloud computing,C++,Linux,Development Manager,Technical Faculty,Coding,Machine learning,System design. Experience level: Associate. Employment type: full_time. Company: Amrita Vishwa Vidyapeetham. Location: Coimbatore. Job description: Willingness to conduct certification courses in emerging areas (Cloud Computing,Machine Learning,Big Data,etc Prior experience in product development companies is a strong plus",indian_job_market_2025,,,,,,,,,
INDIA2025_230925930122,2026-05-13,Purview India Consulting And  Services  Llp,Data Engineer,Hybrid - Kheda,full_time,Mid,15.0,25.0,"Data Engineer role. Required skills: SCALA,Hadoop,Spark,Python,Airflow,Jenkins,Hive,Github. Experience level: Mid. Employment type: full_time. Company: Purview India Consulting And Services Llp. Location: Hybrid - Kheda. Job description: Experience with CICD,Jenkins,Jira,Confluence,GitHub or other similar Agile Scrum technologies and automated deployment tools (Ansible & Jenkins) Location: Hyderabad and Pune . Notice: Immediate to 15 days . Must have: . Development and design using Scala 2+/Python API experience (Java) 5+ Experience in data engineering projects",indian_job_market_2025,,,,,,,,,
INDIA2025_240925021739,2026-05-14,Coforge,Hiring For AWS Data Engineer || Coforge,"Hyderabad, Pune, Greater Noida",full_time,Mid,10.0,30.0,"Hiring For AWS Data Engineer || Coforge role. Required skills: Pyspark,AWS,Python,Data,Hiring. Experience level: Mid. Employment type: full_time. Company: Coforge. Location: Hyderabad, Pune, Greater Noida. Job description: Troubleshoot issues related to data pipeline failures and optimize performance for improved efficiency. Job Requirements : . 4-12 years of experience in Data Engineering with expertise in AWS technologies (S3,Lambda) Experience working with big data technologies like Hadoop / Hive/Pyspark on AWS cloud platform",indian_job_market_2025,,,,,,,,,
INDIA2025_31025005111,2026-05-22,PwC India,Process automation developer,"Pune, Bengaluru",full_time,Associate,5.0,15.0,"Process automation developer role. Required skills: Automation Anywhere,Api Integration,ETL,Uipath,Rpa Tool,Blue Prism,Automation,API. Experience level: Associate. Employment type: full_time. Company: PwC India. Location: Pune, Bengaluru. Job description: Years of experience required: . Process Automation and Intelligence tool experience with: Uipath Process gold,Automation anywhere process discovery Celonis,Signavio,ARIS Other Technology experience: Strong ETL Knowledge with API integration and system integration Experience creating executive-level presentations and reports",indian_job_market_2025,,,,,,,,,
INDIA2025_300925017581,2026-05-20,ti Steps,Software Engineer,"Hyderabad, Chennai, Bengaluru",full_time,Entry,2.0,3.0,"Software Engineer role. Required skills: Github,SQL Queries,Manual Testing,JIRA,SDLC,Bug,Debugging,Programming. Experience level: Entry. Employment type: full_time. Company: ti Steps. Location: Hyderabad, Chennai, Bengaluru. Job description: Requirements: . - Bachelors degree in Computer Science or related field. - Basic understanding of data structures,algorithms,and object-oriented programming. - Familiarity with version control systems like Git. - Strong problem-solving and analytical skills. - Eagerness to learn and adapt to new technologies",indian_job_market_2025,,,,,,,,,
INDIA2025_11025023641,2026-05-22,Mahmood And Sons,Digital Marketing Specialist,Bengaluru,full_time,Associate,4.2,6.0,"Digital Marketing Specialist role. Required skills: Digital Marketing,Social Media Marketing,Social Media Optimization,Online Branding,English,SMO,Internet Marketing,Hindi. Experience level: Associate. Employment type: full_time. Company: Mahmood And Sons. Location: Bengaluru. Job description: Responsibilities: * Develop & execute digital strategies * Monitor analytics & adjust tactics * Manage social media presence * Optimize websites for search engines * Collaborate with cross-functional teams",indian_job_market_2025,,,,,,,,,
INDIA2025_230925930381,2026-05-13,Purview India Consulting And Services,Solution Architect,Davangere,full_time,Lead,20.0,30.0,"Solution Architect role. Required skills: Java,Core Banking,Database,API,Microservices,Encryption,Core,DBMS. Experience level: Lead. Employment type: full_time. Company: Purview India Consulting And Services. Location: Davangere. Job description: 12+ years of total experience in IT and at least 3 years experience as Technical Lead or Architect with experience in managing distributed teams. Experience with analysing requirements and providing fit for purpose solution designs following best architecture practices. Effective communication skills, graphical, written and verbal for technical and non-technical audiences Experience in Architecture, Design, and Implementation of global, highly scalable, highly available, Cloud services and solutions. Experienced with Java, modern development frameworks and development CI/CD pipelines and microservices architecture / Docker / Kubernetes Experienced in designing internal/external APIs in secured manner in cloud and in on-prem environments (e.g. with Kong runtime) Experience in applying the right design patterns for cloud and hybrid architecture (e.g. GCP, AWS, Azure) Experience on designing integrations using technologies like Kafka, Pub/Sub",indian_job_market_2025,,,,,,,,,
INDIA2025_11025016244,2026-05-21,Fabric,Lead Data Analyst (Power BI),Pune,full_time,Senior,16.0,22.5,"Lead Data Analyst (Power BI) role. Required skills: Power Bi,Team Leadership,SQL,Python,Stakeholder Management,Excel,Project Management,Tableau. Experience level: Senior. Employment type: full_time. Company: Fabric. Location: Pune. Job description: Must Have Skills The role requires deep expertise in Power BI,hands-on experience with Python,and proven leadership in handling projects and stakeholders",indian_job_market_2025,,,,,,,,,
INDIA2025_230925017617,2026-05-13,Pyramid Infratech,Senior Legal Manager,Gurugram,full_time,Senior,15.0,18.0,"Senior Legal Manager role. Required skills: Legal Drafting,Legal Research & Analysis,Arbitration,Litigation,Contract Management,Due Diligence,Drafting Agreements,Research. Experience level: Senior. Employment type: full_time. Company: Pyramid Infratech. Location: Gurugram. Job description: RERA & Regulatory Advisory - Prepare and review documentation required for RERA registration / Provide legal inputs on marketing materials,allotment letters,and builder-buyer agreements from a RERA compliance perspective (without filing responsibility) Masters or additional certifications (LLM) is a plus Preferred candidate profile",indian_job_market_2025,,,,,,,,,
INDIA2025_260925026290,2026-05-16,Sincro,Data Specialist - DealerOn Company - Night Shift - Pune,Pune,full_time,Associate,7.0,9.0,"Data Specialist - DealerOn Company - Night Shift - Pune role. Required skills: Troubleshooting,sql,SQL Queries,JIRA,Data,Query,Company. Experience level: Associate. Employment type: full_time. Company: Sincro. Location: Pune. Job description: Shift - Night Shift(6 PM - 3 AM IST). Department: Data Support . Employ a diverse array of tools and methodologies to deliver superior technical support to our clients and Tier 1 teams,while upholding adherence to industry-leading protocols,compliance requirements,and program mandates Proficient knowledge of MS Office Suite (Word,Excel,Outlook) and Salesforce Service Cloud",indian_job_market_2025,,,,,,,,,
INDIA2025_250925925352,2026-05-15,Shavish Group,BI Engineer - Tableau,Pune,full_time,Mid,20.0,30.0,"BI Engineer - Tableau role. Required skills: Tableau Server,SQL,Postgres,AWS,Plugin,Azure,AI models,Angular. Experience level: Mid. Employment type: full_time. Company: Shavish Group. Location: Pune. Job description: 6+ years of experience in BI development with Tableau. Exp in integrating Tableau with APIs. Exposure to work on plugin or integration Exp in embedded analytics. Exp in connecting tableau with React JS Exp working with data warehouses (AWS, Azure).",indian_job_market_2025,,,,,,,,,
INDIA2025_31025008470,2026-05-22,BIZ Connect,Digital Marketing Manager,Bengaluru(JP Nagar),full_time,Associate,4.8,7.2,"Digital Marketing Manager role. Required skills: Sales Navigator,Email Marketing,SEO,Lead Generation,Google Analytics,Octopus,Linkedin Ads,Advertising. Experience level: Associate. Employment type: full_time. Company: BIZ Connect. Location: Bengaluru(JP Nagar). Job description: Responsibilities: * Develop digital marketing strategies using Sales Navigator, SEO, email marketing, Octopus, LinkedIn Ads & Google Analytics. * Collaborate with cross-functional teams on lead generation and conversion.",indian_job_market_2025,,,,,,,,,
INDIA2025_250925925315,2026-05-15,Shavish Hr And Digital Marketing,Lead Software Engineer(Saas Base Product),Pune,full_time,Senior,20.0,35.0,"Lead Software Engineer(Saas Base Product) role. Required skills: Rest,.Net,Saas Product Development,React.Js,Python,Golang,PHP,Software. Experience level: Senior. Employment type: full_time. Company: Shavish Hr And Digital Marketing. Location: Pune. Job description: A Lead Software Engineer must have exp. in React , Also Exp. in REST integration/ calls, Exp in .net ,also hands on Exp. in Python.If Candidate have knowledge or Exp. in PHP and Golang its first priority. also A candidate have Exp . in Saas Base product development.",indian_job_market_2025,,,,,,,,,
INDIA2025_250925000567,2026-05-15,Bss Microfinance,Business Risk Analytics,Bengaluru,full_time,Mid,15.0,20.0,"Business Risk Analytics role. Required skills: Power BI,Power Bi Dashboards,Data Analytics,Python,Azure,Alteryx,Data Cleansing,Advanced Excel. Experience level: Mid. Employment type: full_time. Company: Bss Microfinance. Location: Bengaluru. Job description: Expertise in Power BI,including advanced dashboard development,data modeling,and visualization techniques. . Strong experience in Python,leveraging it for data manipulation,automation,and advanced analytics. Advanced proficiency in SQL,with experience writing complex queries,creating ETL processes,and managing data pipelines. . Preferred : Immediate Joiner",indian_job_market_2025,,,,,,,,,
INDIA2025_11025021924,2026-05-21,Cloudxtreme,l2 Support engineer/ production support,"Hyderabad, Bengaluru",full_time,Mid,9.5,19.5,"l2 Support engineer/ production support role. Required skills: Production Support,Java Production Support,java,L2 Production Support,unix,L2 Support,sql,L2. Experience level: Mid. Employment type: full_time. Company: Cloudxtreme. Location: Hyderabad, Bengaluru. Job description: Level L2 Support preferably in 4-10 years range; Good knowledge in Software Engineering and concepts, SDLC and ITSM processes knowledge, Hands-on coding, debugging skills and good communication Skills. Tech Skills - Any object oriented programming experience (Java) - Unix/ Linux commands and scripting experience - SQL QUERYING. Stored procedures coding & debugging experience, Erase/Cursors - Database experience",indian_job_market_2025,,,,,,,,,
INDIA2025_290925500949,2026-05-19,Tatpara,ML Engineer,"Hyderabad, Chennai, Bengaluru",full_time,Mid,12.0,17.0,"ML Engineer role. Required skills: software architecture,Data modeling,Data structures,Author,Python,Data,Architecture,Software. Experience level: Mid. Employment type: full_time. Company: Tatpara. Location: Hyderabad, Chennai, Bengaluru. Job description: Years of Exp: 2 6 years Salary : Not Disclosed Mode : Hybrid Location: Hyderabad, Chennai, Bengaluru Skill Set: Advanced proficiency with Python. knowledge of ML frameworks, libraries, data structures, data modeling, and software architecture. Developing ML algorithms to analyze huge volumes of historical data to make predictions. Exposure to generative AI (LLM) based ML architectures Experienced in working with CNN.",indian_job_market_2025,,,,,,,,,
INDIA2025_11025009074,2026-05-21,Tekminders Intl Pvt LTD,Senior Devops Engineer,Remote,full_time,Senior,2.0,4.0,"Senior Devops Engineer role. Required skills: Flux,Eks,ECS,Kubernetes Administration,Devops Tools,Amazon Ec2,Amazon Sqs,Iam Security. Experience level: Senior. Employment type: full_time. Company: Tekminders Intl Pvt LTD. Location: Remote. Job description: An esteemed client of Tekminders is seeking a highly skilled DevOps Engineer to join our growing Operations team. You will design, implement, and maintain scalable, secure, and automated cloud-based infrastructure using AWS and modern DevOps practices. Collaborating closely with engineers, architects, and security professionals, youll be instrumental in building reliable deployment pipelines and ensuring system uptime for our SaaS solutions. Will work US CST hrs. Works hrs will be from 5 PM to 2 AM IST to be able to work with CST and PST timezones. Please apply only if you can join immediately. Role & responsibilities Ensure the availability, performance, stability, security, and scalability of our AWS-based production systems. Design, implement and maintain automated solutions for deploying, monitoring, and maintaining all environments for our SaaS product suite. Troubleshoot and resolve issues within our cloud-based infrastruct",indian_job_market_2025,,,,,,,,,
INDIA2025_11025021689,2026-05-21,Cloudxtreme,Java Developer with AWS,Bengaluru,full_time,Mid,14.0,20.0,"Java Developer with AWS role. Required skills: java,DB2,Kafka,DynamoDB,Java Backend developer,MongoDB,aws,Sybase. Experience level: Mid. Employment type: full_time. Company: Cloudxtreme. Location: Bengaluru. Job description: Knowledge in Infra Provisioning using Terraform in AWS . Should possess strong understanding of event driven messaging using Kafka : . Have strong working experience in Java Backend developer . Experience in SQL / PLSQL in any database Technologies like Sybase,DB2,DynamoDB,MongoDB .",indian_job_market_2025,,,,,,,,,
INDIA2025_230925024073,2026-05-22,Orcapod Consulting Services,Kubernetes Developer,Bengaluru,full_time,Mid,7.0,17.0,"Kubernetes Developer role. Required skills: C#,C# & Kubernetes,Kubernetes,RESTful APIs,.NET Core,SQL,Rest,Core. Experience level: Mid. Employment type: full_time. Company: Orcapod Consulting Services. Location: Bengaluru. Job description: C#/.NET Core : Minimum 5 years of hands-on experience building web APIs Git : Experience with Git workflows in team environments Notice - Immediate to 15 days(Only September Joiners) Implement comprehensive unit test coverage (minimum 80%) Required Technical Expertise Azure,Docker : Practical experience containerizing .NET and Angular applications",indian_job_market_2025,,,,,,,,,
INDIA2025_260925010582,2026-05-16,Truetech Solutions,LLM Trainer,Remote,full_time,Associate,3.5,8.5,"LLM Trainer role. Required skills: Large Language Model,Artificial Intelligence,Aiml,JSON,Ml,Languages,Training,Intelligence. Experience level: Associate. Employment type: full_time. Company: Truetech Solutions. Location: Remote. Job description: Job Title : LLM Trainer Experience : 3+years Location : Anywhere in the world Language Expert : (Any one of the Below Language )(French,Italian,German,Spanish,Chinese,Japanese,Korean,Vietnamese,Turkish,Dutch,Swedish,Norwegian,Danish) Role Overview: This position is within a project with one of the foundational LLM companies. The goal is to assist these foundational LLM companies in enhancing their Large Language Models. One way we help these companies improve their models is by providing them with high-quality proprietary data. This data serves two main purposes: first, as a basis for fine-tuning their models, and second, as an evaluation set to benchmark the performance of their models or competitor models. For example, in the case of Agent Completion (AC) data generation, your task will be to simulate high-quality multi-turn conversations between a user and a smart assistant that utilizes function-calling tools to accomplish user goals. ",indian_job_market_2025,,,,,,,,,
