job_id,posted_date,company,job_title,location,employment_type,experience_level,salary_min_lpa,salary_max_lpa,job_description,source,true_role_label
JOB00115,2026-04-13,InsightWorks Global,Junior NLP Engineer,Coimbatore,Full-time,Entry,9,15,"InsightWorks Global is hiring a Junior NLP Engineer in Coimbatore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include ETL, Excel, Gemini API, Information Extraction, LLM, LangChain, Model Evaluation, Natural Language Processing, Python, RAG, SQL, Semantic Search, Sentence Transformers and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00116,2026-05-02,PeopleData Systems,Research Analyst,Gurgaon,Full-time,Mid,11,21,"PeopleData Systems is hiring a Research Analyst in Gurgaon. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Econometrics, Economic Analysis, Gemini API, Machine Learning, Market Research, Model Evaluation, OpenAI API, Prompt Engineering, Python, RAG, SQL, Statistics, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Research Analyst
JOB00117,2024-01-23,InsightWorks Global,Junior Data Engineer,Delhi NCR,Full-time,Entry,9,16,"InsightWorks Global is hiring a Junior Data Engineer in Delhi NCR. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Engineering, Data Warehousing, ETL, Python, SQL, Scikit-learn, Spark, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Engineer
JOB00118,2024-02-06,QuantEdge Solutions,Data Engineer,Bangalore,Full-time,Mid,14,24,"QuantEdge Solutions is hiring a Data Engineer in Bangalore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Engineering, Data Visualization, Data Warehousing, ETL, Gemini API, Python, SQL and Spark. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Engineer
JOB00119,2024-03-09,MetroTech Labs,Associate Data Scientist,Hyderabad,Full-time,Associate,9,17,"MetroTech Labs is hiring a Associate Data Scientist in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Econometrics, Machine Learning, Model Evaluation, Power BI, Python, SQL, Scikit-learn, Spark, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00120,2024-04-17,QuantEdge Solutions,Junior Data Scientist,Hyderabad,Full-time,Entry,7,13,"QuantEdge Solutions is hiring a Junior Data Scientist in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, ETL, Econometrics, Machine Learning, Model Evaluation, Python, SQL, Scikit-learn and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00121,2024-05-01,Nexa Workforce,Associate Research Analyst,Noida,Contract,Associate,9,17,"Nexa Workforce is hiring a Associate Research Analyst in Noida. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, ETL, Econometrics, Economic Analysis, Machine Learning, Market Research, Model Evaluation, SQL, Scikit-learn, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Research Analyst
JOB00122,2024-06-08,PeopleData Systems,Associate ML Engineer,Remote India,Contract,Associate,12,21,"PeopleData Systems is hiring a Associate ML Engineer in Remote India. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Docker, ETL, MLOps, Machine Learning, Model Evaluation, OpenAI API, Power BI, Python, RAG, Scikit-learn and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,ML Engineer
JOB00123,2024-07-16,PeopleData Systems,Associate Data Scientist,Pune,Full-time,Associate,8,12,"PeopleData Systems is hiring a Associate Data Scientist in Pune. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Visualization, ETL, Excel, Machine Learning, Model Evaluation, Python, SQL, Scikit-learn, Semantic Search, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00124,2024-08-25,Nexa Workforce,Data Analyst,Hyderabad,Full-time,Mid,11,17,"Nexa Workforce is hiring a Data Analyst in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Visualization, ETL, Excel, KPI Reporting, Model Evaluation, Power BI, Python, SQL, Scikit-learn, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Analyst
JOB00125,2024-09-01,PeopleData Systems,Senior NLP Engineer,Remote India,Full-time,Senior,20,24,"PeopleData Systems is hiring a Senior NLP Engineer in Remote India. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Econometrics, Excel, Gemini API, Information Extraction, LLM, Natural Language Processing, OpenAI API, Python, RAG, Scikit-learn, Semantic Search, Sentence Transformers and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00126,2024-10-11,TalentGraph AI,AI Engineer,Pune,Full-time,Mid,13,22,"TalentGraph AI is hiring a AI Engineer in Pune. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Airflow, Excel, LLM, LangChain, Model Evaluation, Power BI, Prompt Engineering, Python, RAG, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00127,2024-11-07,MetroTech Labs,Junior Data Analyst,Noida,Contract,Entry,6,16,"MetroTech Labs is hiring a Junior Data Analyst in Noida. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Econometrics, Excel, KPI Reporting, LLM, LangChain, OpenAI API, Power BI, SQL, Scikit-learn, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Analyst
JOB00128,2024-12-15,PeopleData Systems,AI Engineer,Noida,Full-time,Mid,14,22,"PeopleData Systems is hiring a AI Engineer in Noida. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Data Visualization, Econometrics, LLM, LangChain, Machine Learning, Prompt Engineering, Python, RAG, SQL, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00129,2025-01-06,TalentGraph AI,Associate NLP Engineer,Hyderabad,Full-time,Associate,11,18,"TalentGraph AI is hiring a Associate NLP Engineer in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Econometrics, Information Extraction, LLM, Natural Language Processing, Python, RAG, Scikit-learn, Semantic Search and Sentence Transformers. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00130,2025-02-06,FutureWorks Analytics,Associate Data Scientist,Pune,Full-time,Associate,11,19,"FutureWorks Analytics is hiring a Associate Data Scientist in Pune. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Visualization, Excel, Machine Learning, Model Evaluation, OpenAI API, Prompt Engineering, Python, RAG, SQL, Scikit-learn, Semantic Search, Spark, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00131,2025-03-07,MetroTech Labs,Associate Research Analyst,Pune,Internship,Associate,7,17,"MetroTech Labs is hiring a Associate Research Analyst in Pune. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Econometrics, Economic Analysis, Excel, LLM, Market Research, SQL, Scikit-learn, Semantic Search, Spark and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Research Analyst
JOB00132,2025-04-02,InsightWorks Global,AI Engineer,Mumbai,Full-time,Mid,14,23,"InsightWorks Global is hiring a AI Engineer in Mumbai. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Data Visualization, Econometrics, LLM, LangChain, OpenAI API, Power BI, Prompt Engineering, Python, RAG, SQL, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00133,2025-05-11,QuantEdge Solutions,Junior Business Analyst,Coimbatore,Full-time,Entry,4,13,"QuantEdge Solutions is hiring a Junior Business Analyst in Coimbatore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Business Recommendations, Data Visualization, ETL, Econometrics, Excel, Gemini API, KPI Reporting, Model Evaluation, RAG, SQL, Semantic Search, Spark, Stakeholder Communication and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Business Analyst
JOB00134,2025-06-15,Nexa Workforce,AI Engineer,Bangalore,Full-time,Mid,16,20,"Nexa Workforce is hiring a AI Engineer in Bangalore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Data Visualization, ETL, Econometrics, Excel, Gemini API, LLM, LangChain, OpenAI API, Prompt Engineering, Python, RAG, Scikit-learn, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00135,2025-07-04,TalentGraph AI,Associate Research Analyst,Coimbatore,Internship,Associate,8,17,"TalentGraph AI is hiring a Associate Research Analyst in Coimbatore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Visualization, ETL, Econometrics, Economic Analysis, LangChain, Machine Learning, Market Research, OpenAI API, Prompt Engineering, SQL, Spark, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Research Analyst
JOB00136,2025-08-23,QuantEdge Solutions,Data Engineer,Bangalore,Full-time,Mid,12,16,"QuantEdge Solutions is hiring a Data Engineer in Bangalore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Engineering, Data Warehousing, ETL, Excel, Gemini API, LLM, LangChain, Machine Learning, OpenAI API, Power BI, Python, SQL, Semantic Search, Spark, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Engineer
JOB00137,2025-09-11,PeopleData Systems,Associate NLP Engineer,Hyderabad,Full-time,Associate,11,21,"PeopleData Systems is hiring a Associate NLP Engineer in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include ETL, Econometrics, Gemini API, Information Extraction, LLM, Machine Learning, Natural Language Processing, OpenAI API, Python, RAG, SQL, Semantic Search, Sentence Transformers and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00138,2025-10-07,MetroTech Labs,Data Scientist,Hyderabad,Full-time,Mid,14,19,"MetroTech Labs is hiring a Data Scientist in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Econometrics, Gemini API, LangChain, Machine Learning, Model Evaluation, Prompt Engineering, Python, RAG, SQL, Scikit-learn and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00139,2025-11-17,SkillBridge Insights,Associate AI Engineer,Remote India,Full-time,Associate,12,18,"SkillBridge Insights is hiring a Associate AI Engineer in Remote India. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Excel, Gemini API, LLM, LangChain, Model Evaluation, Prompt Engineering, Python, RAG, SQL, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00140,2025-12-18,CareerMap Technologies,Junior AI Engineer,Bangalore,Full-time,Entry,7,13,"CareerMap Technologies is hiring a Junior AI Engineer in Bangalore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Airflow, Gemini API, LLM, LangChain, Model Evaluation, OpenAI API, Power BI, Prompt Engineering, Python, RAG, Semantic Search, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00141,2026-01-03,SkillBridge Insights,NLP Engineer,Hyderabad,Full-time,Mid,13,17,"SkillBridge Insights is hiring a NLP Engineer in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Gemini API, Information Extraction, LLM, LangChain, Model Evaluation, Natural Language Processing, OpenAI API, Prompt Engineering, Python, RAG, Semantic Search, Sentence Transformers, Spark and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00142,2026-02-01,FutureWorks Analytics,AI Engineer,Hyderabad,Full-time,Mid,16,24,"FutureWorks Analytics is hiring a AI Engineer in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Data Visualization, Econometrics, Gemini API, LLM, LangChain, Machine Learning, OpenAI API, Prompt Engineering, Python, RAG, SQL, Scikit-learn and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00143,2026-03-12,BrightPath Analytics,Associate Data Scientist,Hyderabad,Full-time,Associate,9,19,"BrightPath Analytics is hiring a Associate Data Scientist in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, ETL, Gemini API, LLM, LangChain, Machine Learning, Model Evaluation, Prompt Engineering, Python, SQL, Scikit-learn, Semantic Search, Spark, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00144,2026-04-02,QuantEdge Solutions,Associate AI Engineer,Pune,Full-time,Associate,11,21,"QuantEdge Solutions is hiring a Associate AI Engineer in Pune. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Airflow, Data Visualization, Gemini API, LLM, LangChain, OpenAI API, Prompt Engineering, Python, RAG, SQL, Scikit-learn, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00145,2026-05-10,InsightWorks Global,Junior NLP Engineer,Coimbatore,Full-time,Entry,9,13,"InsightWorks Global is hiring a Junior NLP Engineer in Coimbatore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Excel, Gemini API, Information Extraction, LLM, Natural Language Processing, OpenAI API, Python, RAG, Scikit-learn, Semantic Search, Sentence Transformers, Spark, Statistics, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00146,2024-01-08,FutureWorks Analytics,Junior NLP Engineer,Delhi NCR,Full-time,Entry,8,15,"FutureWorks Analytics is hiring a Junior NLP Engineer in Delhi NCR. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Information Extraction, LLM, Model Evaluation, Natural Language Processing, Power BI, Python, RAG, SQL, Semantic Search, Sentence Transformers and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00147,2024-02-24,MetroTech Labs,Junior Data Scientist,Gurgaon,Full-time,Entry,8,15,"MetroTech Labs is hiring a Junior Data Scientist in Gurgaon. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Econometrics, Machine Learning, Model Evaluation, Python, SQL, Scikit-learn, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00148,2024-03-09,SkillBridge Insights,Data Analyst,Hyderabad,Full-time,Mid,12,22,"SkillBridge Insights is hiring a Data Analyst in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Excel, KPI Reporting, Machine Learning, OpenAI API, Power BI, RAG, SQL, Spark, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Analyst
JOB00149,2024-04-23,FutureWorks Analytics,Senior Data Engineer,Pune,Full-time,Senior,21,25,"FutureWorks Analytics is hiring a Senior Data Engineer in Pune. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Engineering, Data Warehousing, ETL, Python, RAG, SQL, Scikit-learn, Spark and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Engineer
JOB00150,2024-05-15,TalentGraph AI,Junior Data Scientist,Bangalore,Full-time,Entry,9,19,"TalentGraph AI is hiring a Junior Data Scientist in Bangalore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, Machine Learning, Model Evaluation, Prompt Engineering, Python, SQL, Scikit-learn, Semantic Search and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00151,2024-06-05,Nexa Workforce,Junior Data Scientist,Bangalore,Full-time,Entry,7,16,"Nexa Workforce is hiring a Junior Data Scientist in Bangalore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Visualization, Machine Learning, Model Evaluation, OpenAI API, Python, SQL, Scikit-learn, Spark, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00152,2024-07-10,InsightWorks Global,Junior NLP Engineer,Coimbatore,Full-time,Entry,8,16,"InsightWorks Global is hiring a Junior NLP Engineer in Coimbatore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include ETL, Information Extraction, LLM, Model Evaluation, Natural Language Processing, Power BI, Python, RAG, Semantic Search, Sentence Transformers, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00153,2024-08-17,PeopleData Systems,Junior ML Engineer,Hyderabad,Full-time,Entry,9,17,"PeopleData Systems is hiring a Junior ML Engineer in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Airflow, Data Visualization, Docker, Econometrics, Gemini API, LLM, MLOps, Machine Learning, Model Evaluation, Python and Scikit-learn. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,ML Engineer
JOB00154,2024-09-24,SkillBridge Insights,Senior Data Scientist,Noida,Full-time,Senior,21,31,"SkillBridge Insights is hiring a Senior Data Scientist in Noida. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Visualization, Econometrics, Machine Learning, Model Evaluation, OpenAI API, Python, SQL, Scikit-learn, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00155,2024-10-16,TalentGraph AI,Junior AI Engineer,Coimbatore,Full-time,Entry,8,16,"TalentGraph AI is hiring a Junior AI Engineer in Coimbatore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Econometrics, Excel, LLM, LangChain, OpenAI API, Power BI, Prompt Engineering, Python, RAG and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00156,2024-11-23,MetroTech Labs,Senior Research Analyst,Gurgaon,Internship,Senior,20,25,"MetroTech Labs is hiring a Senior Research Analyst in Gurgaon. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, ETL, Econometrics, Economic Analysis, Market Research, Model Evaluation, OpenAI API, RAG, SQL, Spark, Statistics and Tableau. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Research Analyst
JOB00157,2024-12-22,TalentGraph AI,Associate AI Engineer,Remote India,Full-time,Associate,9,16,"TalentGraph AI is hiring a Associate AI Engineer in Remote India. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, LLM, LangChain, Machine Learning, OpenAI API, Prompt Engineering, Python, RAG, Spark, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00158,2025-01-05,MetroTech Labs,Associate ML Engineer,Pune,Full-time,Associate,9,13,"MetroTech Labs is hiring a Associate ML Engineer in Pune. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Docker, ETL, Econometrics, Gemini API, LangChain, MLOps, Machine Learning, Model Evaluation, OpenAI API, Python, Scikit-learn, Semantic Search, Spark and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,ML Engineer
JOB00159,2025-02-13,QuantEdge Solutions,Senior NLP Engineer,Hyderabad,Full-time,Senior,23,28,"QuantEdge Solutions is hiring a Senior NLP Engineer in Hyderabad. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Excel, Gemini API, Information Extraction, LLM, LangChain, Model Evaluation, Natural Language Processing, OpenAI API, Power BI, Python, RAG, SQL, Scikit-learn, Semantic Search, Sentence Transformers, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,NLP Engineer
JOB00160,2025-03-24,MetroTech Labs,Data Scientist,Delhi NCR,Full-time,Mid,14,20,"MetroTech Labs is hiring a Data Scientist in Delhi NCR. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, ETL, Econometrics, LLM, Machine Learning, Model Evaluation, OpenAI API, Prompt Engineering, Python, RAG, SQL, Scikit-learn, Spark, Statistics and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00161,2025-04-08,QuantEdge Solutions,Data Scientist,Noida,Full-time,Mid,15,25,"QuantEdge Solutions is hiring a Data Scientist in Noida. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Data Visualization, LLM, LangChain, Machine Learning, Model Evaluation, Python, SQL, Scikit-learn, Semantic Search and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Data Scientist
JOB00162,2025-05-04,QuantEdge Solutions,Associate ML Engineer,Coimbatore,Full-time,Associate,9,14,"QuantEdge Solutions is hiring a Associate ML Engineer in Coimbatore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Docker, ETL, Gemini API, LLM, LangChain, MLOps, Machine Learning, Model Evaluation, OpenAI API, Power BI, Prompt Engineering, Python, Scikit-learn, Semantic Search and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,ML Engineer
JOB00163,2025-06-25,MetroTech Labs,AI Engineer,Bangalore,Full-time,Mid,13,21,"MetroTech Labs is hiring a AI Engineer in Bangalore. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include APIs, Airflow, Gemini API, LLM, LangChain, Model Evaluation, OpenAI API, Power BI, Prompt Engineering, Python, RAG, Statistics, Tableau and Vector Database. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,AI Engineer
JOB00164,2025-07-19,BrightPath Analytics,Junior Research Analyst,Noida,Internship,Entry,4,8,"BrightPath Analytics is hiring a Junior Research Analyst in Noida. The role works with product, data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets, building analytical datasets, developing models, communicating recommendations, and creating dashboards. Required skills include Airflow, Data Visualization, Econometrics, Economic Analysis, Gemini API, LLM, Machine Learning, Market Research, Prompt Engineering, Python, SQL, Spark and Statistics. Experience with stakeholder communication, statistical thinking, and business technology tools is preferred.",synthetic_sample,Research Analyst
