month,skill,mentions,month_index,rolling_3m,rolling_6m,pct_change_3m
2024-06-01,R,0,5,0.0,0.0,0.0
2024-06-01,RAG,7,5,5.666666666666667,4.5,0.7
2024-06-01,Random Forest,0,5,0.0,0.0,0.0
2024-06-01,Regression,0,5,0.0,0.0,0.0
2024-06-01,Regression Analysis,0,5,0.0,0.0,0.0
2024-06-01,SQL,10,5,11.0,12.0,-0.15384615384615385
2024-06-01,Scala,0,5,0.0,0.0,0.0
2024-06-01,Scikit-learn,8,5,8.0,8.0,0.0
2024-06-01,Seaborn,0,5,0.0,0.0,0.0
2024-06-01,Semantic Search,6,5,6.333333333333333,4.666666666666667,1.1111111111111112
2024-06-01,Sentence Transformers,1,5,1.6666666666666667,1.8333333333333333,-0.16666666666666663
2024-06-01,Snowflake,0,5,0.0,0.0,0.0
2024-06-01,Spark,9,5,7.0,6.333333333333333,0.23529411764705865
2024-06-01,Stakeholder Communication,15,5,15.0,15.0,0.0
2024-06-01,Statistics,7,5,8.666666666666666,8.666666666666666,0.0
2024-06-01,Streamlit,0,5,0.0,0.0,0.0
2024-06-01,Tableau,9,5,7.666666666666667,6.5,0.4375000000000002
2024-06-01,Text Classification,0,5,0.0,0.0,0.0
2024-06-01,Time Series,0,5,0.0,0.0,0.0
2024-06-01,Vector Database,4,5,3.0,2.0,2.0
2024-06-01,Workforce Planning,0,5,0.0,0.0,0.0
2024-06-01,XGBoost,0,5,0.0,0.0,0.0
2024-06-01,dbt,0,5,0.0,0.0,0.0
2024-07-01,APIs,6,6,7.0,6.333333333333333,0.23529411764705865
2024-07-01,AWS,0,6,0.0,0.0,0.0
2024-07-01,Agile,0,6,0.0,0.0,0.0
2024-07-01,Airflow,6,6,4.666666666666667,5.166666666666667,-0.17647058823529416
2024-07-01,Azure,0,6,0.0,0.0,0.0
2024-07-01,Bash,0,6,0.0,0.0,0.0
2024-07-01,BigQuery,0,6,0.0,0.0,0.0
2024-07-01,Business Recommendations,15,6,15.0,15.0,0.0
2024-07-01,CI/CD,0,6,0.0,0.0,0.0
2024-07-01,Causal Inference,0,6,0.0,0.0,0.0
2024-07-01,Classification,0,6,0.0,0.0,0.0
2024-07-01,Clustering,0,6,0.0,0.0,0.0
2024-07-01,Compensation Analytics,0,6,0.0,0.0,0.0
2024-07-01,Dashboarding,0,6,0.0,0.0,0.0
2024-07-01,Data Visualization,10,6,10.0,11.333333333333334,-0.21052631578947367
2024-07-01,Data Warehousing,0,6,1.3333333333333333,1.8333333333333333,-0.4285714285714286
2024-07-01,Databricks,0,6,0.0,0.0,0.0
2024-07-01,Docker,0,6,1.0,1.3333333333333333,-0.4
2024-07-01,ETL,5,6,6.0,5.5,0.19999999999999996
2024-07-01,Econometrics,8,6,6.0,6.333333333333333,-0.10000000000000009
2024-07-01,Economic Analysis,3,6,2.6666666666666665,2.5,0.1428571428571428
2024-07-01,Excel,9,6,5.666666666666667,6.333333333333333,-0.19047619047619047
2024-07-01,FastAPI,0,6,0.0,0.0,0.0
2024-07-01,Feature Engineering,0,6,0.0,0.0,0.0
2024-07-01,Future of Work,15,6,15.0,15.0,0.0
2024-07-01,GCP,0,6,0.0,0.0,0.0
2024-07-01,Gemini API,1,6,1.3333333333333333,1.6666666666666667,-0.33333333333333337
2024-07-01,Git,0,6,0.0,0.0,0.0
2024-07-01,Hypothesis Testing,0,6,0.0,0.0,0.0
2024-07-01,Information Extraction,4,6,3.0,1.8333333333333333,3.5
2024-07-01,Java,0,6,0.0,0.0,0.0
2024-07-01,Jira,0,6,0.0,0.0,0.0
2024-07-01,KPI Reporting,5,6,3.0,3.8333333333333335,-0.3571428571428572
2024-07-01,Kafka,0,6,0.0,0.0,0.0
2024-07-01,Kubernetes,0,6,0.0,0.0,0.0
2024-07-01,LLM,8,6,7.0,4.833333333333333,1.625
2024-07-01,Labor Market Analytics,15,6,15.0,15.0,0.0
2024-07-01,LangChain,2,6,3.3333333333333335,2.1666666666666665,2.3333333333333335
2024-07-01,Linux,0,6,0.0,0.0,0.0
2024-07-01,LlamaIndex,0,6,0.0,0.0,0.0
2024-07-01,MLOps,0,6,1.0,1.3333333333333333,-0.4
2024-07-01,Machine Learning,8,6,7.333333333333333,7.833333333333333,-0.1200000000000001
2024-07-01,Market Research,3,6,2.6666666666666665,2.5,0.1428571428571428
2024-07-01,Matplotlib,0,6,0.0,0.0,0.0
2024-07-01,Model Evaluation,6,6,7.666666666666667,8.0,-0.08000000000000007
2024-07-01,MySQL,0,6,0.0,0.0,0.0
2024-07-01,Named Entity Recognition,0,6,0.0,0.0,0.0
2024-07-01,Natural Language Processing,4,6,3.0,1.8333333333333333,3.5
2024-07-01,OpenAI API,4,6,4.333333333333333,3.6666666666666665,0.4444444444444444
2024-07-01,Plotly,0,6,0.0,0.0,0.0
2024-07-01,PostgreSQL,0,6,0.0,0.0,0.0
2024-07-01,Power BI,5,6,5.0,5.666666666666667,-0.21052631578947367
2024-07-01,Probability,0,6,0.0,0.0,0.0
2024-07-01,Prompt Engineering,6,6,5.333333333333333,3.3333333333333335,3.0
2024-07-01,PySpark,0,6,0.0,0.0,0.0
2024-07-01,Python,9,6,10.666666666666666,10.333333333333334,0.06666666666666665
2024-07-01,R,0,6,0.0,0.0,0.0
2024-07-01,RAG,7,6,6.666666666666667,4.833333333333333,1.2222222222222223
2024-07-01,Random Forest,0,6,0.0,0.0,0.0
2024-07-01,Regression,0,6,0.0,0.0,0.0
2024-07-01,Regression Analysis,0,6,0.0,0.0,0.0
2024-07-01,SQL,10,6,10.0,11.666666666666666,-0.25
2024-07-01,Scala,0,6,0.0,0.0,0.0
2024-07-01,Scikit-learn,8,6,7.0,8.0,-0.2222222222222222
2024-07-01,Seaborn,0,6,0.0,0.0,0.0
2024-07-01,Semantic Search,10,6,8.333333333333334,5.5,2.1250000000000004
2024-07-01,Sentence Transformers,4,6,3.0,1.8333333333333333,3.5
2024-07-01,Snowflake,0,6,0.0,0.0,0.0
2024-07-01,Spark,3,6,6.333333333333333,6.0,0.11764705882352922
2024-07-01,Stakeholder Communication,15,6,15.0,15.0,0.0
2024-07-01,Statistics,11,6,8.666666666666666,9.5,-0.16129032258064524
2024-07-01,Streamlit,0,6,0.0,0.0,0.0
2024-07-01,Tableau,7,6,8.0,7.0,0.33333333333333326
2024-07-01,Text Classification,0,6,0.0,0.0,0.0
2024-07-01,Time Series,0,6,0.0,0.0,0.0
2024-07-01,Vector Database,3,6,3.3333333333333335,2.1666666666666665,2.3333333333333335
2024-07-01,Workforce Planning,0,6,0.0,0.0,0.0
2024-07-01,XGBoost,0,6,0.0,0.0,0.0
2024-07-01,dbt,0,6,0.0,0.0,0.0
2024-08-01,APIs,9,7,8.333333333333334,7.166666666666667,0.38888888888888906
2024-08-01,AWS,0,7,0.0,0.0,0.0
2024-08-01,Agile,0,7,0.0,0.0,0.0
2024-08-01,Airflow,7,7,5.333333333333333,5.5,-0.05882352941176483
2024-08-01,Azure,0,7,0.0,0.0,0.0
2024-08-01,Bash,0,7,0.0,0.0,0.0
2024-08-01,BigQuery,0,7,0.0,0.0,0.0
2024-08-01,Business Recommendations,15,7,15.0,15.0,0.0
2024-08-01,CI/CD,0,7,0.0,0.0,0.0
2024-08-01,Causal Inference,0,7,0.0,0.0,0.0
2024-08-01,Classification,0,7,0.0,0.0,0.0
2024-08-01,Clustering,0,7,0.0,0.0,0.0
2024-08-01,Compensation Analytics,0,7,0.0,0.0,0.0
2024-08-01,Dashboarding,0,7,0.0,0.0,0.0
2024-08-01,Data Visualization,8,7,9.0,10.666666666666666,-0.2702702702702703
2024-08-01,Data Warehousing,2,7,1.3333333333333333,1.6666666666666667,-0.33333333333333337
2024-08-01,Databricks,0,7,0.0,0.0,0.0
2024-08-01,Docker,1,7,1.3333333333333333,1.3333333333333333,0.0
2024-08-01,ETL,4,7,5.333333333333333,5.0,0.1428571428571428
2024-08-01,Econometrics,4,7,5.0,5.833333333333333,-0.25
2024-08-01,Economic Analysis,0,7,1.3333333333333333,2.1666666666666665,-0.5555555555555556
2024-08-01,Excel,8,7,6.666666666666667,6.333333333333333,0.11111111111111116
2024-08-01,FastAPI,0,7,0.0,0.0,0.0
2024-08-01,Feature Engineering,0,7,0.0,0.0,0.0
2024-08-01,Future of Work,15,7,15.0,15.0,0.0
2024-08-01,GCP,0,7,0.0,0.0,0.0
2024-08-01,Gemini API,6,7,2.6666666666666665,2.3333333333333335,0.33333333333333326
2024-08-01,Git,0,7,0.0,0.0,0.0
2024-08-01,Hypothesis Testing,0,7,0.0,0.0,0.0
2024-08-01,Information Extraction,1,7,2.0,1.6666666666666667,0.5
2024-08-01,Java,0,7,0.0,0.0,0.0
2024-08-01,Jira,0,7,0.0,0.0,0.0
2024-08-01,KPI Reporting,4,7,3.6666666666666665,3.6666666666666665,0.0
2024-08-01,Kafka,0,7,0.0,0.0,0.0
2024-08-01,Kubernetes,0,7,0.0,0.0,0.0
2024-08-01,LLM,11,7,8.333333333333334,6.166666666666667,1.0833333333333335
2024-08-01,Labor Market Analytics,15,7,15.0,15.0,0.0
2024-08-01,LangChain,8,7,5.0,3.3333333333333335,2.0
2024-08-01,Linux,0,7,0.0,0.0,0.0
2024-08-01,LlamaIndex,0,7,0.0,0.0,0.0
2024-08-01,MLOps,1,7,1.3333333333333333,1.3333333333333333,0.0
2024-08-01,Machine Learning,7,7,8.0,7.833333333333333,0.04347826086956519
2024-08-01,Market Research,0,7,1.3333333333333333,2.1666666666666665,-0.5555555555555556
2024-08-01,Matplotlib,0,7,0.0,0.0,0.0
2024-08-01,Model Evaluation,7,7,7.666666666666667,8.166666666666666,-0.11538461538461531
2024-08-01,MySQL,0,7,0.0,0.0,0.0
2024-08-01,Named Entity Recognition,0,7,0.0,0.0,0.0
2024-08-01,Natural Language Processing,1,7,2.0,1.6666666666666667,0.5
2024-08-01,OpenAI API,3,7,4.333333333333333,4.0,0.18181818181818188
2024-08-01,Plotly,0,7,0.0,0.0,0.0
2024-08-01,PostgreSQL,0,7,0.0,0.0,0.0
2024-08-01,Power BI,8,7,6.333333333333333,6.166666666666667,0.05555555555555558
2024-08-01,Probability,0,7,0.0,0.0,0.0
2024-08-01,Prompt Engineering,7,7,6.0,4.333333333333333,1.25
2024-08-01,PySpark,0,7,0.0,0.0,0.0
2024-08-01,Python,13,7,11.333333333333334,10.666666666666666,0.1333333333333333
2024-08-01,R,0,7,0.0,0.0,0.0
2024-08-01,RAG,7,7,7.0,5.666666666666667,0.6153846153846154
2024-08-01,Random Forest,0,7,0.0,0.0,0.0
2024-08-01,Regression,0,7,0.0,0.0,0.0
2024-08-01,Regression Analysis,0,7,0.0,0.0,0.0
2024-08-01,SQL,10,7,10.0,11.166666666666666,-0.18918918918918926
2024-08-01,Scala,0,7,0.0,0.0,0.0
2024-08-01,Scikit-learn,6,7,7.333333333333333,7.833333333333333,-0.1200000000000001
2024-08-01,Seaborn,0,7,0.0,0.0,0.0
2024-08-01,Semantic Search,3,7,6.333333333333333,5.5,0.357142857142857
2024-08-01,Sentence Transformers,1,7,2.0,1.6666666666666667,0.5
2024-08-01,Snowflake,0,7,0.0,0.0,0.0
2024-08-01,Spark,5,7,5.666666666666667,5.5,0.06250000000000022
2024-08-01,Stakeholder Communication,15,7,15.0,15.0,0.0
2024-08-01,Statistics,6,7,8.0,9.333333333333334,-0.25
2024-08-01,Streamlit,0,7,0.0,0.0,0.0
2024-08-01,Tableau,10,7,8.666666666666666,7.833333333333333,0.23809523809523792
2024-08-01,Text Classification,0,7,0.0,0.0,0.0
2024-08-01,Time Series,0,7,0.0,0.0,0.0
2024-08-01,Vector Database,7,7,4.666666666666667,3.3333333333333335,1.3333333333333335
2024-08-01,Workforce Planning,0,7,0.0,0.0,0.0
2024-08-01,XGBoost,0,7,0.0,0.0,0.0
2024-08-01,dbt,0,7,0.0,0.0,0.0
2024-09-01,APIs,12,8,9.0,8.166666666666666,0.2272727272727273
2024-09-01,AWS,0,8,0.0,0.0,0.0
2024-09-01,Agile,0,8,0.0,0.0,0.0
2024-09-01,Airflow,4,8,5.666666666666667,5.166666666666667,0.2142857142857142
2024-09-01,Azure,0,8,0.0,0.0,0.0
2024-09-01,Bash,0,8,0.0,0.0,0.0
2024-09-01,BigQuery,0,8,0.0,0.0,0.0
2024-09-01,Business Recommendations,15,8,15.0,15.0,0.0
2024-09-01,CI/CD,0,8,0.0,0.0,0.0
2024-09-01,Causal Inference,0,8,0.0,0.0,0.0
2024-09-01,Classification,0,8,0.0,0.0,0.0
2024-09-01,Clustering,0,8,0.0,0.0,0.0
2024-09-01,Compensation Analytics,0,8,0.0,0.0,0.0
2024-09-01,Dashboarding,0,8,0.0,0.0,0.0
2024-09-01,Data Visualization,10,8,9.333333333333334,10.0,-0.12499999999999989
2024-09-01,Data Warehousing,0,8,0.6666666666666666,1.5,-0.7142857142857143
2024-09-01,Databricks,0,8,0.0,0.0,0.0
2024-09-01,Docker,1,8,0.6666666666666666,1.3333333333333333,-0.6666666666666667
2024-09-01,ETL,1,8,3.3333333333333335,4.833333333333333,-0.4736842105263157
2024-09-01,Econometrics,10,8,7.333333333333333,5.833333333333333,0.6923076923076923
2024-09-01,Economic Analysis,3,8,2.0,2.1666666666666665,-0.1428571428571429
2024-09-01,Excel,9,8,8.666666666666666,6.833333333333333,0.7333333333333332
2024-09-01,FastAPI,0,8,0.0,0.0,0.0
2024-09-01,Feature Engineering,0,8,0.0,0.0,0.0
2024-09-01,Future of Work,15,8,15.0,15.0,0.0
2024-09-01,GCP,0,8,0.0,0.0,0.0
2024-09-01,Gemini API,8,8,5.0,3.3333333333333335,2.0
2024-09-01,Git,0,8,0.0,0.0,0.0
2024-09-01,Hypothesis Testing,0,8,0.0,0.0,0.0
2024-09-01,Information Extraction,4,8,3.0,2.3333333333333335,0.7999999999999998
2024-09-01,Java,0,8,0.0,0.0,0.0
2024-09-01,Jira,0,8,0.0,0.0,0.0
2024-09-01,KPI Reporting,3,8,4.0,3.3333333333333335,0.5
2024-09-01,Kafka,0,8,0.0,0.0,0.0
2024-09-01,Kubernetes,0,8,0.0,0.0,0.0
2024-09-01,LLM,11,8,10.0,7.5,1.0
2024-09-01,Labor Market Analytics,15,8,15.0,15.0,0.0
2024-09-01,LangChain,5,8,5.0,4.0,0.6666666666666667
2024-09-01,Linux,0,8,0.0,0.0,0.0
2024-09-01,LlamaIndex,0,8,0.0,0.0,0.0
2024-09-01,MLOps,1,8,0.6666666666666666,1.3333333333333333,-0.6666666666666667
2024-09-01,Machine Learning,9,8,8.0,7.666666666666667,0.09090909090909105
2024-09-01,Market Research,3,8,2.0,2.1666666666666665,-0.1428571428571429
2024-09-01,Matplotlib,0,8,0.0,0.0,0.0
2024-09-01,Model Evaluation,6,8,6.333333333333333,7.666666666666667,-0.2962962962962963
2024-09-01,MySQL,0,8,0.0,0.0,0.0
2024-09-01,Named Entity Recognition,0,8,0.0,0.0,0.0
2024-09-01,Natural Language Processing,4,8,3.0,2.3333333333333335,0.7999999999999998
2024-09-01,OpenAI API,4,8,3.6666666666666665,4.166666666666667,-0.2142857142857144
2024-09-01,Plotly,0,8,0.0,0.0,0.0
2024-09-01,PostgreSQL,0,8,0.0,0.0,0.0
2024-09-01,Power BI,3,8,5.333333333333333,5.333333333333333,0.0
2024-09-01,Probability,0,8,0.0,0.0,0.0
2024-09-01,Prompt Engineering,6,8,6.333333333333333,5.333333333333333,0.4615384615384617
2024-09-01,PySpark,0,8,0.0,0.0,0.0
2024-09-01,Python,9,8,10.333333333333334,10.833333333333334,-0.08823529411764708
2024-09-01,R,0,8,0.0,0.0,0.0
2024-09-01,RAG,7,8,7.0,6.333333333333333,0.23529411764705865
2024-09-01,Random Forest,0,8,0.0,0.0,0.0
2024-09-01,Regression,0,8,0.0,0.0,0.0
2024-09-01,Regression Analysis,0,8,0.0,0.0,0.0
2024-09-01,SQL,12,8,10.666666666666666,10.833333333333334,-0.030303030303030387
2024-09-01,Scala,0,8,0.0,0.0,0.0
2024-09-01,Scikit-learn,5,8,6.333333333333333,7.166666666666667,-0.20833333333333337
2024-09-01,Seaborn,0,8,0.0,0.0,0.0
2024-09-01,Semantic Search,7,8,6.666666666666667,6.5,0.052631578947368585
2024-09-01,Sentence Transformers,4,8,3.0,2.3333333333333335,0.7999999999999998
2024-09-01,Snowflake,0,8,0.0,0.0,0.0
2024-09-01,Spark,6,8,4.666666666666667,5.833333333333333,-0.33333333333333326
2024-09-01,Stakeholder Communication,15,8,15.0,15.0,0.0
2024-09-01,Statistics,11,8,9.333333333333334,9.0,0.0769230769230771
2024-09-01,Streamlit,0,8,0.0,0.0,0.0
2024-09-01,Tableau,6,8,7.666666666666667,7.666666666666667,0.0
2024-09-01,Text Classification,0,8,0.0,0.0,0.0
2024-09-01,Time Series,0,8,0.0,0.0,0.0
2024-09-01,Vector Database,5,8,5.0,4.0,0.6666666666666667
2024-09-01,Workforce Planning,0,8,0.0,0.0,0.0
2024-09-01,XGBoost,0,8,0.0,0.0,0.0
2024-09-01,dbt,0,8,0.0,0.0,0.0
2024-10-01,APIs,10,9,10.333333333333334,8.666666666666666,0.4761904761904763
2024-10-01,AWS,0,9,0.0,0.0,0.0
2024-10-01,Agile,0,9,0.0,0.0,0.0
2024-10-01,Airflow,8,9,6.333333333333333,5.5,0.357142857142857
2024-10-01,Azure,0,9,0.0,0.0,0.0
2024-10-01,Bash,0,9,0.0,0.0,0.0
2024-10-01,BigQuery,0,9,0.0,0.0,0.0
2024-10-01,Business Recommendations,15,9,15.0,15.0,0.0
2024-10-01,CI/CD,0,9,0.0,0.0,0.0
2024-10-01,Causal Inference,0,9,0.0,0.0,0.0
2024-10-01,Classification,0,9,0.0,0.0,0.0
2024-10-01,Clustering,0,9,0.0,0.0,0.0
2024-10-01,Compensation Analytics,0,9,0.0,0.0,0.0
2024-10-01,Dashboarding,0,9,0.0,0.0,0.0
2024-10-01,Data Visualization,8,9,8.666666666666666,9.333333333333334,-0.13333333333333341
2024-10-01,Data Warehousing,0,9,0.6666666666666666,1.0,-0.5
2024-10-01,Databricks,0,9,0.0,0.0,0.0
2024-10-01,Docker,1,9,1.0,1.0,0.0
2024-10-01,ETL,5,9,3.3333333333333335,4.666666666666667,-0.4444444444444444
2024-10-01,Econometrics,9,9,7.666666666666667,6.833333333333333,0.2777777777777779
2024-10-01,Economic Analysis,3,9,2.0,2.3333333333333335,-0.25
2024-10-01,Excel,10,9,9.0,7.333333333333333,0.588235294117647
2024-10-01,FastAPI,0,9,0.0,0.0,0.0
2024-10-01,Feature Engineering,0,9,0.0,0.0,0.0
2024-10-01,Future of Work,15,9,15.0,15.0,0.0
2024-10-01,GCP,0,9,0.0,0.0,0.0
2024-10-01,Gemini API,3,9,5.666666666666667,3.5,3.250000000000001
2024-10-01,Git,0,9,0.0,0.0,0.0
2024-10-01,Hypothesis Testing,0,9,0.0,0.0,0.0
2024-10-01,Information Extraction,2,9,2.3333333333333335,2.6666666666666665,-0.2222222222222222
2024-10-01,Java,0,9,0.0,0.0,0.0
2024-10-01,Jira,0,9,0.0,0.0,0.0
2024-10-01,KPI Reporting,3,9,3.3333333333333335,3.1666666666666665,0.11111111111111116
2024-10-01,Kafka,0,9,0.0,0.0,0.0
2024-10-01,Kubernetes,0,9,0.0,0.0,0.0
2024-10-01,LLM,9,9,10.333333333333334,8.666666666666666,0.4761904761904763
2024-10-01,Labor Market Analytics,15,9,15.0,15.0,0.0
2024-10-01,LangChain,7,9,6.666666666666667,5.0,1.0
2024-10-01,Linux,0,9,0.0,0.0,0.0
2024-10-01,LlamaIndex,0,9,0.0,0.0,0.0
2024-10-01,MLOps,1,9,1.0,1.0,0.0
2024-10-01,Machine Learning,4,9,6.666666666666667,7.0,-0.09090909090909083
2024-10-01,Market Research,3,9,2.0,2.3333333333333335,-0.25
2024-10-01,Matplotlib,0,9,0.0,0.0,0.0
2024-10-01,Model Evaluation,6,9,6.333333333333333,7.0,-0.17391304347826098
2024-10-01,MySQL,0,9,0.0,0.0,0.0
2024-10-01,Named Entity Recognition,0,9,0.0,0.0,0.0
2024-10-01,Natural Language Processing,2,9,2.3333333333333335,2.6666666666666665,-0.2222222222222222
2024-10-01,OpenAI API,7,9,4.666666666666667,4.5,0.0769230769230771
2024-10-01,Plotly,0,9,0.0,0.0,0.0
2024-10-01,PostgreSQL,0,9,0.0,0.0,0.0
2024-10-01,Power BI,2,9,4.333333333333333,4.666666666666667,-0.13333333333333341
2024-10-01,Probability,0,9,0.0,0.0,0.0
2024-10-01,Prompt Engineering,8,9,7.0,6.166666666666667,0.3125
2024-10-01,PySpark,0,9,0.0,0.0,0.0
2024-10-01,Python,10,9,10.666666666666666,10.666666666666666,0.0
2024-10-01,R,0,9,0.0,0.0,0.0
2024-10-01,RAG,7,9,7.0,6.833333333333333,0.050000000000000044
2024-10-01,Random Forest,0,9,0.0,0.0,0.0
2024-10-01,Regression,0,9,0.0,0.0,0.0
2024-10-01,Regression Analysis,0,9,0.0,0.0,0.0
2024-10-01,SQL,12,9,11.333333333333334,10.666666666666666,0.1333333333333333
2024-10-01,Scala,0,9,0.0,0.0,0.0
2024-10-01,Scikit-learn,8,9,6.333333333333333,6.666666666666667,-0.09523809523809523
2024-10-01,Seaborn,0,9,0.0,0.0,0.0
2024-10-01,Semantic Search,5,9,5.0,6.666666666666667,-0.4
2024-10-01,Sentence Transformers,2,9,2.3333333333333335,2.6666666666666665,-0.2222222222222222
2024-10-01,Snowflake,0,9,0.0,0.0,0.0
2024-10-01,Spark,1,9,4.0,5.166666666666667,-0.36842105263157887
2024-10-01,Stakeholder Communication,15,9,15.0,15.0,0.0
2024-10-01,Statistics,8,9,8.333333333333334,8.5,-0.038461538461538325
2024-10-01,Streamlit,0,9,0.0,0.0,0.0
2024-10-01,Tableau,7,9,7.666666666666667,7.833333333333333,-0.04166666666666663
2024-10-01,Text Classification,0,9,0.0,0.0,0.0
2024-10-01,Time Series,0,9,0.0,0.0,0.0
2024-10-01,Vector Database,8,9,6.666666666666667,5.0,1.0
2024-10-01,Workforce Planning,0,9,0.0,0.0,0.0
2024-10-01,XGBoost,0,9,0.0,0.0,0.0
2024-10-01,dbt,0,9,0.0,0.0,0.0
2024-11-01,APIs,11,10,11.0,9.666666666666666,0.31999999999999984
2024-11-01,AWS,0,10,0.0,0.0,0.0
2024-11-01,Agile,0,10,0.0,0.0,0.0
2024-11-01,Airflow,4,10,5.333333333333333,5.333333333333333,0.0
2024-11-01,Azure,0,10,0.0,0.0,0.0
2024-11-01,Bash,0,10,0.0,0.0,0.0
2024-11-01,BigQuery,0,10,0.0,0.0,0.0
2024-11-01,Business Recommendations,15,10,15.0,15.0,0.0
2024-11-01,CI/CD,0,10,0.0,0.0,0.0
2024-11-01,Causal Inference,0,10,0.0,0.0,0.0
2024-11-01,Classification,0,10,0.0,0.0,0.0
2024-11-01,Clustering,0,10,0.0,0.0,0.0
2024-11-01,Compensation Analytics,0,10,0.0,0.0,0.0
2024-11-01,Dashboarding,0,10,0.0,0.0,0.0
2024-11-01,Data Visualization,10,10,9.333333333333334,9.166666666666666,0.0370370370370372
2024-11-01,Data Warehousing,2,10,0.6666666666666666,1.0,-0.5
2024-11-01,Databricks,0,10,0.0,0.0,0.0
2024-11-01,Docker,1,10,1.0,1.1666666666666667,-0.25
2024-11-01,ETL,8,10,4.666666666666667,5.0,-0.12499999999999989
2024-11-01,Econometrics,9,10,9.333333333333334,7.166666666666667,0.8666666666666667
2024-11-01,Economic Analysis,4,10,3.3333333333333335,2.3333333333333335,1.5000000000000004
2024-11-01,Excel,7,10,8.666666666666666,7.666666666666667,0.2999999999999998
2024-11-01,FastAPI,0,10,0.0,0.0,0.0
2024-11-01,Feature Engineering,0,10,0.0,0.0,0.0
2024-11-01,Future of Work,15,10,15.0,15.0,0.0
2024-11-01,GCP,0,10,0.0,0.0,0.0
2024-11-01,Gemini API,2,10,4.333333333333333,3.5,0.625
2024-11-01,Git,0,10,0.0,0.0,0.0
2024-11-01,Hypothesis Testing,0,10,0.0,0.0,0.0
2024-11-01,Information Extraction,1,10,2.3333333333333335,2.1666666666666665,0.16666666666666674
2024-11-01,Java,0,10,0.0,0.0,0.0
2024-11-01,Jira,0,10,0.0,0.0,0.0
2024-11-01,KPI Reporting,5,10,3.6666666666666665,3.6666666666666665,0.0
2024-11-01,Kafka,0,10,0.0,0.0,0.0
2024-11-01,Kubernetes,0,10,0.0,0.0,0.0
2024-11-01,LLM,8,10,9.333333333333334,8.833333333333334,0.11999999999999988
2024-11-01,Labor Market Analytics,15,10,15.0,15.0,0.0
2024-11-01,LangChain,7,10,6.333333333333333,5.666666666666667,0.2666666666666666
2024-11-01,Linux,0,10,0.0,0.0,0.0
2024-11-01,LlamaIndex,0,10,0.0,0.0,0.0
2024-11-01,MLOps,1,10,1.0,1.1666666666666667,-0.25
2024-11-01,Machine Learning,6,10,6.333333333333333,7.166666666666667,-0.20833333333333337
2024-11-01,Market Research,4,10,3.3333333333333335,2.3333333333333335,1.5000000000000004
2024-11-01,Matplotlib,0,10,0.0,0.0,0.0
2024-11-01,Model Evaluation,8,10,6.666666666666667,7.166666666666667,-0.13043478260869568
2024-11-01,MySQL,0,10,0.0,0.0,0.0
2024-11-01,Named Entity Recognition,0,10,0.0,0.0,0.0
2024-11-01,Natural Language Processing,1,10,2.3333333333333335,2.1666666666666665,0.16666666666666674
2024-11-01,OpenAI API,7,10,6.0,5.166666666666667,0.3846153846153848
2024-11-01,Plotly,0,10,0.0,0.0,0.0
2024-11-01,PostgreSQL,0,10,0.0,0.0,0.0
2024-11-01,Power BI,4,10,3.0,4.666666666666667,-0.5263157894736842
2024-11-01,Probability,0,10,0.0,0.0,0.0
2024-11-01,Prompt Engineering,7,10,7.0,6.5,0.16666666666666674
2024-11-01,PySpark,0,10,0.0,0.0,0.0
2024-11-01,Python,10,10,9.666666666666666,10.5,-0.1470588235294119
2024-11-01,R,0,10,0.0,0.0,0.0
2024-11-01,RAG,5,10,6.333333333333333,6.666666666666667,-0.09523809523809523
2024-11-01,Random Forest,0,10,0.0,0.0,0.0
2024-11-01,Regression,0,10,0.0,0.0,0.0
2024-11-01,Regression Analysis,0,10,0.0,0.0,0.0
2024-11-01,SQL,13,10,12.333333333333334,11.166666666666666,0.2333333333333334
2024-11-01,Scala,0,10,0.0,0.0,0.0
2024-11-01,Scikit-learn,8,10,7.0,7.166666666666667,-0.045454545454545414
2024-11-01,Seaborn,0,10,0.0,0.0,0.0
2024-11-01,Semantic Search,7,10,6.333333333333333,6.333333333333333,0.0
2024-11-01,Sentence Transformers,1,10,2.3333333333333335,2.1666666666666665,0.16666666666666674
2024-11-01,Snowflake,0,10,0.0,0.0,0.0
2024-11-01,Spark,5,10,4.0,4.833333333333333,-0.2941176470588236
2024-11-01,Stakeholder Communication,15,10,15.0,15.0,0.0
2024-11-01,Statistics,7,10,8.666666666666666,8.333333333333334,0.08333333333333326
2024-11-01,Streamlit,0,10,0.0,0.0,0.0
2024-11-01,Tableau,8,10,7.0,7.833333333333333,-0.1923076923076923
2024-11-01,Text Classification,0,10,0.0,0.0,0.0
2024-11-01,Time Series,0,10,0.0,0.0,0.0
2024-11-01,Vector Database,5,10,6.0,5.333333333333333,0.2857142857142856
2024-11-01,Workforce Planning,0,10,0.0,0.0,0.0
2024-11-01,XGBoost,0,10,0.0,0.0,0.0
2024-11-01,dbt,0,10,0.0,0.0,0.0
2024-12-01,APIs,12,11,11.0,10.0,0.22222222222222232
2024-12-01,AWS,0,11,0.0,0.0,0.0
2024-12-01,Agile,0,11,0.0,0.0,0.0
2024-12-01,Airflow,7,11,6.333333333333333,6.0,0.11764705882352922
2024-12-01,Azure,0,11,0.0,0.0,0.0
2024-12-01,Bash,0,11,0.0,0.0,0.0
