job_id,posted_date,company,job_title,location,employment_type,experience_level,salary_min_lpa,salary_max_lpa,job_description,source,true_role_label,experience_source,salary_source,salary_is_predicted,api_salary_min_raw,api_salary_max_raw,category,source_query,source_location,redirect_url,salary_mid_lpa,full_text,extracted_skills,skill_count,skillcat_business_workforce,skillcat_cloud_tools,skillcat_data_engineering,skillcat_machine_learning,skillcat_nlp_genai,skillcat_programming,skillcat_statistics,skillcat_visualization_bi,occupation_family,role_label,occupation_confidence,mapping_method,core_skills_for_role,text_for_model
INDIA2025_240925025965,2026-05-14,Shreesha Consultants,Data Scientist - AI/ML- MNC - Lower Parel,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)",Full_Time,Associate,8.0,18.0,Data Scientist - AI/ML- MNC - Lower Parel role. Required skills Artificial Intelligence Machine Learning Data Science ETL Python Transformation load processing Data Extraction. Experience level Associate. Employment type full time. Company Shreesha Consultants. Location Mumbai Suburban Navi Mumbai Mumbai All Areas . Job description Manage data visualisation incorporate AI/ML to improve data quality predictive analysis Design impl data strategies systems Hands on Data collection storage management quality protection of data Knowledge of rel app big data solutions toolsMin 2 yrs exp in Python AI/ML Exposure to ETL Data Extraction Transformation Load processing in corporate Able to work with tech team/data scientist Mang data visualisation incorporate AI/MLMediclaim + 40 Additional Perf Bonus,indian_job_market_2025,,,,,,,,,,,13.0,Data Scientist - AI/ML- MNC - Lower Parel Data Scientist - AI/ML- MNC - Lower Parel role. Required skills Artificial Intelligence Machine Learning Data Science ETL Python Transformation load processing Data Extraction. Experience level Associate. Employment type full time. Company Shreesha Consultants. Location Mumbai Suburban Navi Mumbai Mumbai All Areas . Job description Manage data visualisation incorporate AI/ML to improve data quality predictive analysis Design impl data strategies systems Hands on Data collection storage management quality protection of data Knowledge of rel app big data solutions toolsMin 2 yrs exp in Python AI/ML Exposure to ETL Data Extraction Transformation Load processing in corporate Able to work with tech team/data scientist Mang data visualisation incorporate AI/MLMediclaim + 40 Additional Perf Bonus,ETL|Machine Learning|Python,3,0,0,1,1,0,1,0,0,Data Science,Data Scientist,0.75,keyword_rules,Python|SQL|Machine Learning|Statistics|Scikit-learn|Model Evaluation|Data Visualization,Data Scientist - AI/ML- MNC - Lower Parel Data Scientist - AI/ML- MNC - Lower Parel role. Required skills Artificial Intelligence Machine Learning Data Science ETL Python Transformation load processing Data Extraction. Experience level Associate. Employment type full time. Company Shreesha Consultants. Location Mumbai Suburban Navi Mumbai Mumbai All Areas . Job description Manage data visualisation incorporate AI/ML to improve data quality predictive analysis Design impl data strategies systems Hands on Data collection storage management quality protection of data Knowledge of rel app big data solutions toolsMin 2 yrs exp in Python AI/ML Exposure to ETL Data Extraction Transformation Load processing in corporate Able to work with tech team/data scientist Mang data visualisation incorporate AI/MLMediclaim + 40 Additional Perf Bonus ETL Machine Learning Python
INDIA2025_31025006327,2026-05-22,Optimeyes Ai,Backend Lead Spring boot/Java - / FS Lead WFH Opportunity,Remote,Full_Time,Senior,9.0,15.0,Backend Lead Spring boot/Java - / FS Lead WFH Opportunity role. Required skills Springboot Java Api Gateway CSS MySQL Agile Javascript Spring Boot. Experience level Senior. Employment type full time. Company Optimeyes Ai. Location Remote. Job description Role responsibilities Key Responsibilities - Responsible for the design and development of new products/ features. - Duties include participating in all activities necessary to take action for a feature/product from concept to production including design implementation validation and troubleshooting production issue. - Developing technical specifications participating in design/code reviews architecture reviews creating test cases and test plans. - Working in Agile environment that is challenging and constantly evolving. - Coordination with other teams and resolve queries/dependencies proactively - Provide timely and proactive updates to the stakeholders Preferred candidate profile - Experience in developing web UI using HTML5 CSS JS framework like Angular/React - Hands-on with RDS like MS SQL and NoSQL like Mongo Redis and Elastic - Experience in integration with Python based APIs and Third Party APIs - Ha,indian_job_market_2025,,,,,,,,,,,12.0,Backend Lead Spring boot/Java - / FS Lead WFH Opportunity Backend Lead Spring boot/Java - / FS Lead WFH Opportunity role. Required skills Springboot Java Api Gateway CSS MySQL Agile Javascript Spring Boot. Experience level Senior. Employment type full time. Company Optimeyes Ai. Location Remote. Job description Role responsibilities Key Responsibilities - Responsible for the design and development of new products/ features. - Duties include participating in all activities necessary to take action for a feature/product from concept to production including design implementation validation and troubleshooting production issue. - Developing technical specifications participating in design/code reviews architecture reviews creating test cases and test plans. - Working in Agile environment that is challenging and constantly evolving. - Coordination with other teams and resolve queries/dependencies proactively - Provide timely and proactive updates to the stakeholders Preferred candidate profile - Experience in developing web UI using HTML5 CSS JS framework like Angular/React - Hands-on with RDS like MS SQL and NoSQL like Mongo Redis and Elastic - Experience in integration with Python based APIs and Third Party APIs - Ha,Agile|MySQL|APIs|Java|Python|SQL,6,0,1,1,0,0,4,0,0,Data Analytics,Data Analyst,0.65,keyword_rules,SQL|Excel|Power BI|Tableau|Data Visualization|Statistics|KPI Reporting,Backend Lead Spring boot/Java - / FS Lead WFH Opportunity Backend Lead Spring boot/Java - / FS Lead WFH Opportunity role. Required skills Springboot Java Api Gateway CSS MySQL Agile Javascript Spring Boot. Experience level Senior. Employment type full time. Company Optimeyes Ai. Location Remote. Job description Role responsibilities Key Responsibilities - Responsible for the design and development of new products/ features. - Duties include participating in all activities necessary to take action for a feature/product from concept to production including design implementation validation and troubleshooting production issue. - Developing technical specifications participating in design/code reviews architecture reviews creating test cases and test plans. - Working in Agile environment that is challenging and constantly evolving. - Coordination with other teams and resolve queries/dependencies proactively - Provide timely and proactive updates to the stakeholders Preferred candidate profile - Experience in developing web UI using HTML5 CSS JS framework like Angular/React - Hands-on with RDS like MS SQL and NoSQL like Mongo Redis and Elastic - Experience in integration with Python based APIs and Third Party APIs - Ha Agile MySQL APIs Java Python SQL
INDIA2025_260925025209,2026-05-16,Talent Corner Hr Services,DevOps Lead Engineer,Bengaluru,Full_Time,Mid,12.0,22.0,DevOps Lead Engineer role. Required skills python Ansible chef Bash Puppet Terraform Docker Kubernetes. Experience level Mid. Employment type full time. Company Talent Corner Hr Services. Location Bengaluru. Job description Design develop and maintain scalable and stable infrastructure solutions automate tasks through scripting and other appropriate tools with a strong focus on Kubernetes and cloud platforms like Azure knowledge of CI/CD pipelines .,indian_job_market_2025,,,,,,,,,,,17.0,DevOps Lead Engineer DevOps Lead Engineer role. Required skills python Ansible chef Bash Puppet Terraform Docker Kubernetes. Experience level Mid. Employment type full time. Company Talent Corner Hr Services. Location Bengaluru. Job description Design develop and maintain scalable and stable infrastructure solutions automate tasks through scripting and other appropriate tools with a strong focus on Kubernetes and cloud platforms like Azure knowledge of CI/CD pipelines .,Azure|CI/CD|Kubernetes|Bash|Docker|Python,6,0,3,0,0,0,3,0,0,Machine Learning Engineering,ML Engineer,0.65,keyword_rules,Python|Machine Learning|MLOps|Docker|APIs|Scikit-learn|Model Evaluation,DevOps Lead Engineer DevOps Lead Engineer role. Required skills python Ansible chef Bash Puppet Terraform Docker Kubernetes. Experience level Mid. Employment type full time. Company Talent Corner Hr Services. Location Bengaluru. Job description Design develop and maintain scalable and stable infrastructure solutions automate tasks through scripting and other appropriate tools with a strong focus on Kubernetes and cloud platforms like Azure knowledge of CI/CD pipelines . Azure CI/CD Kubernetes Bash Docker Python
INDIA2025_230925930690,2026-05-13,Purview Services,Sas Administrator,Hybrid - Narayanpet,Full_Time,Mid,10.0,20.0,Sas Administrator role. Required skills Linux Shell Scripting Grid SAS Admin Python Cloud Banking SAS. Experience level Mid. Employment type full time. Company Purview Services. Location Hybrid - Narayanpet. Job description Shift timing . 3rd shift -- 3 30 PM to 12 30 AM IST Required Skills Experience . 5 to 7 years of experience in SAS Administration with a focus on SAS Grid in a Linux environment Preferred Qualifications . Experience with SAS Metadata Server SAS Compute Servers and SAS Studio administration Experience with cloud-based SAS environments AWS GCP or Azure,indian_job_market_2025,,,,,,,,,,,15.0,Sas Administrator Sas Administrator role. Required skills Linux Shell Scripting Grid SAS Admin Python Cloud Banking SAS. Experience level Mid. Employment type full time. Company Purview Services. Location Hybrid - Narayanpet. Job description Shift timing . 3rd shift -- 3 30 PM to 12 30 AM IST Required Skills Experience . 5 to 7 years of experience in SAS Administration with a focus on SAS Grid in a Linux environment Preferred Qualifications . Experience with SAS Metadata Server SAS Compute Servers and SAS Studio administration Experience with cloud-based SAS environments AWS GCP or Azure,AWS|Azure|GCP|Bash|Linux|Python,6,0,3,0,0,0,3,0,0,Data Engineering,Data Engineer,0.0736,tfidf_similarity,SQL|ETL|Spark|Airflow|Data Warehousing|Python|Data Engineering,Sas Administrator Sas Administrator role. Required skills Linux Shell Scripting Grid SAS Admin Python Cloud Banking SAS. Experience level Mid. Employment type full time. Company Purview Services. Location Hybrid - Narayanpet. Job description Shift timing . 3rd shift -- 3 30 PM to 12 30 AM IST Required Skills Experience . 5 to 7 years of experience in SAS Administration with a focus on SAS Grid in a Linux environment Preferred Qualifications . Experience with SAS Metadata Server SAS Compute Servers and SAS Studio administration Experience with cloud-based SAS environments AWS GCP or Azure AWS Azure GCP Bash Linux Python
INDIA2025_300925018611,2026-05-20,White Horse Manpower Consultancy,Python Selenium Automation Tester with SQL For Chennai / Pune,"Pune, Chennai",Full_Time,Mid,5.0,10.0,Python Selenium Automation Tester with SQL For Chennai / Pune role. Required skills Selenium WebDriver Python Python Web Automation Python Selenium Jobs Chennai SQL Automation Tester Pune Backend Testing with SQL Automation Frameworks Software Testing Python CI/CD Automation Testing. Experience level Mid. Employment type full time. Company White Horse Manpower Consultancy. Location Pune Chennai. Job description Develop maintain execute automation scripts using Python and Selenium WebDriver Perform SQL database validation backend testing for data integrity Conduct functional regression integration testing Integrate automation scripts into CI/CD pipelinesCollaborate QA and development teams to identify automation opportunities optimize test coverage Troubleshoot debug enhance automation scripts for efficiency and reliability Document test resultsPerks and Benefits,indian_job_market_2025,,,,,,,,,,,7.5,Python Selenium Automation Tester with SQL For Chennai / Pune Python Selenium Automation Tester with SQL For Chennai / Pune role. Required skills Selenium WebDriver Python Python Web Automation Python Selenium Jobs Chennai SQL Automation Tester Pune Backend Testing with SQL Automation Frameworks Software Testing Python CI/CD Automation Testing. Experience level Mid. Employment type full time. Company White Horse Manpower Consultancy. Location Pune Chennai. Job description Develop maintain execute automation scripts using Python and Selenium WebDriver Perform SQL database validation backend testing for data integrity Conduct functional regression integration testing Integrate automation scripts into CI/CD pipelinesCollaborate QA and development teams to identify automation opportunities optimize test coverage Troubleshoot debug enhance automation scripts for efficiency and reliability Document test resultsPerks and Benefits,CI/CD|Regression|Python|SQL,4,0,1,0,1,0,2,0,0,Data Science,Data Scientist,0.65,keyword_rules,Python|SQL|Machine Learning|Statistics|Scikit-learn|Model Evaluation|Data Visualization,Python Selenium Automation Tester with SQL For Chennai / Pune Python Selenium Automation Tester with SQL For Chennai / Pune role. Required skills Selenium WebDriver Python Python Web Automation Python Selenium Jobs Chennai SQL Automation Tester Pune Backend Testing with SQL Automation Frameworks Software Testing Python CI/CD Automation Testing. Experience level Mid. Employment type full time. Company White Horse Manpower Consultancy. Location Pune Chennai. Job description Develop maintain execute automation scripts using Python and Selenium WebDriver Perform SQL database validation backend testing for data integrity Conduct functional regression integration testing Integrate automation scripts into CI/CD pipelinesCollaborate QA and development teams to identify automation opportunities optimize test coverage Troubleshoot debug enhance automation scripts for efficiency and reliability Document test resultsPerks and Benefits CI/CD Regression Python SQL
INDIA2025_240925017874,2026-05-14,Horizon Consultants,Social Media Executive/FMCG/Shaikpet Hyderabad /3.50 Lac pa/Immed.,Hyderabad(Shaikpet),Full_Time,Entry,2.75,3.5,Social Media Executive/FMCG/Shaikpet Hyderabad /3.50 Lac pa/Immed. role. Required skills Design Social Media Instagram Campaigns brand Youtube Facebook Media. Experience level Entry. Employment type full time. Company Horizon Consultants. Location Hyderabad Shaikpet . Job description Seeking a creative results-driven Social Media Executive to grow our presence on Instagram Facebook YouTube. Must plan campaigns create content track analytics collaborate with design/video teams. Video editing skills storytelling a must.,indian_job_market_2025,,,,,,,,,,,3.125,Social Media Executive/FMCG/Shaikpet Hyderabad /3.50 Lac pa/Immed. Social Media Executive/FMCG/Shaikpet Hyderabad /3.50 Lac pa/Immed. role. Required skills Design Social Media Instagram Campaigns brand Youtube Facebook Media. Experience level Entry. Employment type full time. Company Horizon Consultants. Location Hyderabad Shaikpet . Job description Seeking a creative results-driven Social Media Executive to grow our presence on Instagram Facebook YouTube. Must plan campaigns create content track analytics collaborate with design/video teams. Video editing skills storytelling a must.,,0,0,0,0,0,0,0,0,0,Business Analytics,Business Analyst,0.1177,tfidf_similarity,SQL|Excel|Stakeholder Communication|Data Visualization|Business Recommendations|KPI Reporting,Social Media Executive/FMCG/Shaikpet Hyderabad /3.50 Lac pa/Immed. Social Media Executive/FMCG/Shaikpet Hyderabad /3.50 Lac pa/Immed. role. Required skills Design Social Media Instagram Campaigns brand Youtube Facebook Media. Experience level Entry. Employment type full time. Company Horizon Consultants. Location Hyderabad Shaikpet . Job description Seeking a creative results-driven Social Media Executive to grow our presence on Instagram Facebook YouTube. Must plan campaigns create content track analytics collaborate with design/video teams. Video editing skills storytelling a must. 
INDIA2025_260925920221,2026-05-16,Talent21,Python Software Developer,Pune,Full_Time,Senior,10.0,15.0,Python Software Developer role. Required skills Django Python Development Postgres Database Postgresql Pandas Javascript HTML AWS. Experience level Senior. Employment type full time. Company Talent21. Location Pune. Job description Good college computer engineering degree non-negotiable. Target immediate joiners only 4-6 years hands-on development experience including writing and testing code debugging programs and integrating applications with third-party web services Applies critical thinking and good problem-solver Banking retail or tech company experience will be a huge plus,indian_job_market_2025,,,,,,,,,,,12.5,Python Software Developer Python Software Developer role. Required skills Django Python Development Postgres Database Postgresql Pandas Javascript HTML AWS. Experience level Senior. Employment type full time. Company Talent21. Location Pune. Job description Good college computer engineering degree non-negotiable. Target immediate joiners only 4-6 years hands-on development experience including writing and testing code debugging programs and integrating applications with third-party web services Applies critical thinking and good problem-solver Banking retail or tech company experience will be a huge plus,AWS|PostgreSQL|Python,3,0,1,1,0,0,1,0,0,AI Product Engineering,AI Engineer,0.2062,tfidf_similarity,LLM|RAG|Prompt Engineering|LangChain|Vector Database|Python|APIs,Python Software Developer Python Software Developer role. Required skills Django Python Development Postgres Database Postgresql Pandas Javascript HTML AWS. Experience level Senior. Employment type full time. Company Talent21. Location Pune. Job description Good college computer engineering degree non-negotiable. Target immediate joiners only 4-6 years hands-on development experience including writing and testing code debugging programs and integrating applications with third-party web services Applies critical thinking and good problem-solver Banking retail or tech company experience will be a huge plus AWS PostgreSQL Python
INDIA2025_230925013844,2026-05-13,Teamplus Staffing Solution,AI Architect- Infrastructure Architecture. - remote,"Pune, Bengaluru, Delhi / Ncr",Full_Time,Lead,40.0,50.0,AI Architect- Infrastructure Architecture. - remote role. Required skills NVIDIA Infrastructure Architecture AI AI Architect LLM Expertise in NVIDIA PaaS SaaS. Experience level Lead. Employment type full time. Company Teamplus Staffing Solution. Location Pune Bengaluru Delhi / NCR. Job description 15+ years of experience in infrastructure architecture. A minimum of 3-5 years of dedicated experience in designing and building AI-specific infrastructure. A deep understanding of cloud service models IaaS PaaS SaaS,indian_job_market_2025,,,,,,,,,,,45.0,AI Architect- Infrastructure Architecture. - remote AI Architect- Infrastructure Architecture. - remote role. Required skills NVIDIA Infrastructure Architecture AI AI Architect LLM Expertise in NVIDIA PaaS SaaS. Experience level Lead. Employment type full time. Company Teamplus Staffing Solution. Location Pune Bengaluru Delhi / NCR. Job description 15+ years of experience in infrastructure architecture. A minimum of 3-5 years of dedicated experience in designing and building AI-specific infrastructure. A deep understanding of cloud service models IaaS PaaS SaaS,LLM,1,0,0,0,0,1,0,0,0,NLP & GenAI,NLP Engineer,0.65,keyword_rules,Natural Language Processing|Information Extraction|Sentence Transformers|RAG|LLM|Semantic Search|Python,AI Architect- Infrastructure Architecture. - remote AI Architect- Infrastructure Architecture. - remote role. Required skills NVIDIA Infrastructure Architecture AI AI Architect LLM Expertise in NVIDIA PaaS SaaS. Experience level Lead. Employment type full time. Company Teamplus Staffing Solution. Location Pune Bengaluru Delhi / NCR. Job description 15+ years of experience in infrastructure architecture. A minimum of 3-5 years of dedicated experience in designing and building AI-specific infrastructure. A deep understanding of cloud service models IaaS PaaS SaaS LLM
INDIA2025_270925009090,2026-05-17,18th Digitech,Sr. Zoho Developer,Noida(Sector 57),Full_Time,Entry,4.0,9.0,Sr. Zoho Developer role. Required skills Zoho Zoho Crm zoho creator Zoho Analytics Development Analytics CRM SR. Experience level Entry. Employment type full time. Company 18th Digitech. Location Noida Sector 57 . Job description We are hiring a Senior Zoho Developer with 1 - 5 years of experience. The candidate should be skilled in Zoho Creator Zoho CRM and related apps with the ability to customize and automate business processes. Job description Collaborate with clients and internal teams to gather and analyze business requirements Design and develop custom applications and workflows using Zoho Creators Deluge scripting language Implement and maintain data integrations and APIs to connect with third-party systems Create and maintain comprehensive documentation for applications and workflows Provide technical support and training to clients and end-users Stay up-to-date with Deluge scripting language enhancements and Zoho Creator platform updates. Preferred candidate profile Bachelors degree in Computer Science or related field preferred . Proven experience in Deluge scripting language Zoho Creator and Zoho applications. Strong proficiency in web development technolog,indian_job_market_2025,,,,,,,,,,,6.5,Sr. Zoho Developer Sr. Zoho Developer role. Required skills Zoho Zoho Crm zoho creator Zoho Analytics Development Analytics CRM SR. Experience level Entry. Employment type full time. Company 18th Digitech. Location Noida Sector 57 . Job description We are hiring a Senior Zoho Developer with 1 - 5 years of experience. The candidate should be skilled in Zoho Creator Zoho CRM and related apps with the ability to customize and automate business processes. Job description Collaborate with clients and internal teams to gather and analyze business requirements Design and develop custom applications and workflows using Zoho Creators Deluge scripting language Implement and maintain data integrations and APIs to connect with third-party systems Create and maintain comprehensive documentation for applications and workflows Provide technical support and training to clients and end-users Stay up-to-date with Deluge scripting language enhancements and Zoho Creator platform updates. Preferred candidate profile Bachelors degree in Computer Science or related field preferred . Proven experience in Deluge scripting language Zoho Creator and Zoho applications. Strong proficiency in web development technolog,APIs,1,0,0,0,0,0,1,0,0,Business Analytics,Business Analyst,0.65,keyword_rules,SQL|Excel|Stakeholder Communication|Data Visualization|Business Recommendations|KPI Reporting,Sr. Zoho Developer Sr. Zoho Developer role. Required skills Zoho Zoho Crm zoho creator Zoho Analytics Development Analytics CRM SR. Experience level Entry. Employment type full time. Company 18th Digitech. Location Noida Sector 57 . Job description We are hiring a Senior Zoho Developer with 1 - 5 years of experience. The candidate should be skilled in Zoho Creator Zoho CRM and related apps with the ability to customize and automate business processes. Job description Collaborate with clients and internal teams to gather and analyze business requirements Design and develop custom applications and workflows using Zoho Creators Deluge scripting language Implement and maintain data integrations and APIs to connect with third-party systems Create and maintain comprehensive documentation for applications and workflows Provide technical support and training to clients and end-users Stay up-to-date with Deluge scripting language enhancements and Zoho Creator platform updates. Preferred candidate profile Bachelors degree in Computer Science or related field preferred . Proven experience in Deluge scripting language Zoho Creator and Zoho applications. Strong proficiency in web development technolog APIs
INDIA2025_130525021520,2026-05-17,Ezinformatics Solutions,Sql Server Database Administrator,Hybrid - Kolkata,Full_Time,Mid,20.0,25.0,Sql Server Database Administrator role. Required skills Mirroring SQL Server Administration Database Backup Log Shipping SQL Server Dba Database Mirroring Clustering Restore. Experience level Mid. Employment type full time. Company Ezinformatics Solutions. Location Hybrid - Kolkata. Job description 6+ yrs of exp in S/W dev with a focus on AWS solutions architecture. Exp in architecture applications using EKS. AWS certifications - AWS Certified Solutions Architect Design develop and implement microservices-based AWS using Java,indian_job_market_2025,,,,,,,,,,,22.5,Sql Server Database Administrator Sql Server Database Administrator role. Required skills Mirroring SQL Server Administration Database Backup Log Shipping SQL Server Dba Database Mirroring Clustering Restore. Experience level Mid. Employment type full time. Company Ezinformatics Solutions. Location Hybrid - Kolkata. Job description 6+ yrs of exp in S/W dev with a focus on AWS solutions architecture. Exp in architecture applications using EKS. AWS certifications - AWS Certified Solutions Architect Design develop and implement microservices-based AWS using Java,AWS|Clustering|Java|SQL,4,0,1,0,1,0,2,0,0,Data Analytics,Data Analyst,0.65,keyword_rules,SQL|Excel|Power BI|Tableau|Data Visualization|Statistics|KPI Reporting,Sql Server Database Administrator Sql Server Database Administrator role. Required skills Mirroring SQL Server Administration Database Backup Log Shipping SQL Server Dba Database Mirroring Clustering Restore. Experience level Mid. Employment type full time. Company Ezinformatics Solutions. Location Hybrid - Kolkata. Job description 6+ yrs of exp in S/W dev with a focus on AWS solutions architecture. Exp in architecture applications using EKS. AWS certifications - AWS Certified Solutions Architect Design develop and implement microservices-based AWS using Java AWS Clustering Java SQL
INDIA2025_230925929754,2026-05-13,Purview Services,Data Engineer,Hybrid - Velhe,Full_Time,Mid,15.0,20.0,Data Engineer role. Required skills Airflow Pyspark GCP SCALA Python Hive Data Engineering Hadoop. Experience level Mid. Employment type full time. Company Purview Services. Location Hybrid - Velhe. Job description Senior DE Same as above but need to have experience managing data engineers have experience working with stakeholders actively engaging for key technical discussion and have a very good technical knowledge. Should have at least 7 years experience working in data engineering. Job responsibilities Software design Scala and Python - Spark development experience automated testing of new and existing components in an Agile DevOps and dynamic environment. Minimum 1 year experience in Scala Promoting development standards code reviews mentoring knowledge sharing Production support troubleshooting. Implement the tools and processes handling performance scale availability accuracy and monitoring Liaison with BAs to ensure that requirements are correctly interpreted and implemented. Participation in regular planning and status meetings. Input to the development process through the involvement in Sprint reviews and retrospectives. Input into system architectu,indian_job_market_2025,,,,,,,,,,,17.5,Data Engineer Data Engineer role. Required skills Airflow Pyspark GCP SCALA Python Hive Data Engineering Hadoop. Experience level Mid. Employment type full time. Company Purview Services. Location Hybrid - Velhe. Job description Senior DE Same as above but need to have experience managing data engineers have experience working with stakeholders actively engaging for key technical discussion and have a very good technical knowledge. Should have at least 7 years experience working in data engineering. Job responsibilities Software design Scala and Python - Spark development experience automated testing of new and existing components in an Agile DevOps and dynamic environment. Minimum 1 year experience in Scala Promoting development standards code reviews mentoring knowledge sharing Production support troubleshooting. Implement the tools and processes handling performance scale availability accuracy and monitoring Liaison with BAs to ensure that requirements are correctly interpreted and implemented. Participation in regular planning and status meetings. Input to the development process through the involvement in Sprint reviews and retrospectives. Input into system architectu,Agile|GCP|Airflow|Spark|PySpark|Python|Scala,7,0,2,2,0,0,3,0,0,Data Engineering,Data Engineer,0.85,keyword_rules,SQL|ETL|Spark|Airflow|Data Warehousing|Python|Data Engineering,Data Engineer Data Engineer role. Required skills Airflow Pyspark GCP SCALA Python Hive Data Engineering Hadoop. Experience level Mid. Employment type full time. Company Purview Services. Location Hybrid - Velhe. Job description Senior DE Same as above but need to have experience managing data engineers have experience working with stakeholders actively engaging for key technical discussion and have a very good technical knowledge. Should have at least 7 years experience working in data engineering. Job responsibilities Software design Scala and Python - Spark development experience automated testing of new and existing components in an Agile DevOps and dynamic environment. Minimum 1 year experience in Scala Promoting development standards code reviews mentoring knowledge sharing Production support troubleshooting. Implement the tools and processes handling performance scale availability accuracy and monitoring Liaison with BAs to ensure that requirements are correctly interpreted and implemented. Participation in regular planning and status meetings. Input to the development process through the involvement in Sprint reviews and retrospectives. Input into system architectu Agile GCP Airflow Spark PySpark Python Scala
INDIA2025_300925013558,2026-05-20,R2R Consults,Dy. Manager/Manager - HR PM TM,Mumbai(Dadar),Full_Time,Senior,16.0,25.0,Dy. Manager/Manager - HR PM TM role. Required skills Performance Management Talent ManagementLeadership Development Talent Development Talent Management Leadership Development Talent Development TM Development Leadership PM. Experience level Senior. Employment type full time. Company R2R Consults. Location Mumbai Dadar . Job description Required Qualification MBA in HR. Non Sales HR experience will be preferred experience in HR analytics tools preferred. . Strong verbal written and presentation skills for engaging leadership and stakeholders. Experience 7-10 years of experience in HR with specialization in Performance Management and Talent Management.,indian_job_market_2025,,,,,,,,,,,20.5,Dy. Manager/Manager - HR PM TM Dy. Manager/Manager - HR PM TM role. Required skills Performance Management Talent ManagementLeadership Development Talent Development Talent Management Leadership Development Talent Development TM Development Leadership PM. Experience level Senior. Employment type full time. Company R2R Consults. Location Mumbai Dadar . Job description Required Qualification MBA in HR. Non Sales HR experience will be preferred experience in HR analytics tools preferred. . Strong verbal written and presentation skills for engaging leadership and stakeholders. Experience 7-10 years of experience in HR with specialization in Performance Management and Talent Management.,,0,0,0,0,0,0,0,0,0,Business Analytics,Business Analyst,0.1177,tfidf_similarity,SQL|Excel|Stakeholder Communication|Data Visualization|Business Recommendations|KPI Reporting,Dy. Manager/Manager - HR PM TM Dy. Manager/Manager - HR PM TM role. Required skills Performance Management Talent ManagementLeadership Development Talent Development Talent Management Leadership Development Talent Development TM Development Leadership PM. Experience level Senior. Employment type full time. Company R2R Consults. Location Mumbai Dadar . Job description Required Qualification MBA in HR. Non Sales HR experience will be preferred experience in HR analytics tools preferred. . Strong verbal written and presentation skills for engaging leadership and stakeholders. Experience 7-10 years of experience in HR with specialization in Performance Management and Talent Management. 
INDIA2025_260925008387,2026-05-16,Techno Facts Solutions,Gen AI Engineer,Remote,Full_Time,Senior,30.0,35.0,Gen AI Engineer role. Required skills PyTorch Lang Chain GCP Vertex AI MLFlow Lang Graph Tensorflow Kubernetes Artificial Intelligence. Experience level Senior. Employment type full time. Company Techno Facts Solutions. Location Remote. Job description Architect and implement enterprise-scale AI / ML solutions including Generative AI Agentic systems and LLM applications including fine-tuning . Design and deploy intelligent AI agents using frameworks like Langchain Lang Graph to enhance user experience and operational efficiency.,indian_job_market_2025,,,,,,,,,,,32.5,Gen AI Engineer Gen AI Engineer role. Required skills PyTorch Lang Chain GCP Vertex AI MLFlow Lang Graph Tensorflow Kubernetes Artificial Intelligence. Experience level Senior. Employment type full time. Company Techno Facts Solutions. Location Remote. Job description Architect and implement enterprise-scale AI / ML solutions including Generative AI Agentic systems and LLM applications including fine-tuning . Design and deploy intelligent AI agents using frameworks like Langchain Lang Graph to enhance user experience and operational efficiency.,GCP|Kubernetes|Machine Learning|LLM|LangChain,5,0,2,0,1,2,0,0,0,AI Product Engineering,AI Engineer,0.85,keyword_rules,LLM|RAG|Prompt Engineering|LangChain|Vector Database|Python|APIs,Gen AI Engineer Gen AI Engineer role. Required skills PyTorch Lang Chain GCP Vertex AI MLFlow Lang Graph Tensorflow Kubernetes Artificial Intelligence. Experience level Senior. Employment type full time. Company Techno Facts Solutions. Location Remote. Job description Architect and implement enterprise-scale AI / ML solutions including Generative AI Agentic systems and LLM applications including fine-tuning . Design and deploy intelligent AI agents using frameworks like Langchain Lang Graph to enhance user experience and operational efficiency. GCP Kubernetes Machine Learning LLM LangChain
INDIA2025_280525035610,2026-05-21,Shavish Group,Frontend Developer,Pune,Full_Time,Mid,8.0,18.0,Frontend Developer role. Required skills Frontend Developer react python React js Front end Javascript Frontend Development React.js. Experience level Mid. Employment type full time. Company Shavish Group. Location Pune. Job description Design and develop software feature functionality following the company software development processes and procedures.Develop and collaborate to develop frontend systems.,indian_job_market_2025,,,,,,,,,,,13.0,Frontend Developer Frontend Developer role. Required skills Frontend Developer react python React js Front end Javascript Frontend Development React.js. Experience level Mid. Employment type full time. Company Shavish Group. Location Pune. Job description Design and develop software feature functionality following the company software development processes and procedures.Develop and collaborate to develop frontend systems.,Python,1,0,0,0,0,0,1,0,0,Machine Learning Engineering,ML Engineer,0.1289,tfidf_similarity,Python|Machine Learning|MLOps|Docker|APIs|Scikit-learn|Model Evaluation,Frontend Developer Frontend Developer role. Required skills Frontend Developer react python React js Front end Javascript Frontend Development React.js. Experience level Mid. Employment type full time. Company Shavish Group. Location Pune. Job description Design and develop software feature functionality following the company software development processes and procedures.Develop and collaborate to develop frontend systems. Python
